decade,dest_id,inflow,dest_pop,dest_name,inflow_pop_pct
1990,2903,61489.62364733219,1904135.0,Centro Norte Baiano,3.2292680743399074
1990,2904,35728.062955737114,1272536.0,Nordeste Baiano,2.8076268927352244
1990,2905,134967.62942564487,2994672.0,Metropolitana de Salvador,4.506925280152379
1990,2906,51792.17599153519,2250194.0,Centro Sul Baiano,2.3016760328902834
1990,2907,61771.44820511341,1782122.0,Sul Baiano,3.4661739322624046
1990,3101,16114.846310138702,300955.0,Noroeste de Minas,5.354570055369973
1990,3102,31300.210597753525,1290088.0,Norte de Minas,2.4262074058322787
1990,3103,16240.827802300453,638530.0,Jequitinhonha,2.5434713799352346
1990,3104,15490.649162650108,383210.0,Vale do Mucuri,4.042339490788369
1990,3105,93721.95278894901,1586231.0,Triângulo Mineiro/Alto Paranaíba,5.908468110190068
1990,3106,18676.089084982872,345469.0,Central Mineira,5.406010115229694
1990,3107,238744.23667418957,4512710.0,Metropolitana de Belo Horizonte,5.290484801243368
1990,3108,55741.89469707012,1444631.0,Vale do Rio Doce,3.8585559009234967
1990,3109,30626.43248820305,724364.0,Oeste de Minas,4.228044531230576
1990,3110,87154.74955952168,1934144.0,Sul/Sudoeste de Minas,4.506114826999524
1990,3111,19897.268047571182,461700.0,Campo das Vertentes,4.309566395402032
1990,3112,66929.71565723419,1815892.0,Zona da Mata,3.6857762277290824
1990,3201,18634.747020602226,363021.0,Noroeste Espírito-santense,5.133242159710382
1990,3202,36501.81581413746,392869.0,Litoral Norte Espírito-santense,9.291090876128546
1990,3203,130082.52673780918,1310945.0,Central Espírito-santense,9.922805818536185
1990,3204,19782.383741736412,443610.0,Sul Espírito-santense,4.459408882066773
1990,3301,13081.111632347107,263416.0,Noroeste Fluminense,4.965951814751992
1990,3302,21718.13886129856,606499.0,Norte Fluminense,3.580902666170688
1990,3303,19245.370931744576,404257.0,Centro Fluminense,4.7606772255630885
1990,3304,29598.47138082981,322034.0,Baixadas,9.191101368436193
1990,3305,33785.59833621979,792117.0,Sul Fluminense,4.265228285243189
1990,3306,220984.21020686626,10224981.0,Metropolitana do Rio de Janeiro,2.1612187857059713
1990,3501,85098.2106872797,1226078.0,São José do Rio Preto,6.940684906448015
1990,3502,117156.93170654774,1729078.0,Ribeirão Preto,6.775688066504099
1990,3503,44346.178993821144,564635.0,Araçatuba,7.853955031803049
1990,3504,87236.28028261662,1092906.0,Bauru,7.982047887248914
1990,3505,54038.42936551571,584996.0,Araraquara,9.237401514799368
1990,3506,81123.50981497765,982359.0,Piracicaba,8.258030904687354
1990,3507,270227.1345614195,2582982.0,Campinas,10.461828017439514
1990,3508,53147.87844491005,737705.0,Presidente Prudente,7.204489388700097
1990,3509,28992.84246611595,365703.0,Marília,7.927975014182533
1990,3510,35593.325709939,450251.0,Assis,7.905218580289439
1990,3511,42877.60059475899,627276.0,Itapetininga,6.835523851503802
1990,3512,173246.12504172325,1710118.0,Macro Metropolitana Paulista,10.130653267302213
1990,3513,113376.06660175323,1578404.0,Vale do Paraíba Paulista,7.182956112741303
1990,3514,35811.95238637924,319464.0,Litoral Sul Paulista,11.21001189066037
1990,3515,866494.5496304035,16163267.0,Metropolitana de São Paulo,5.3608874346405555
1990,4101,44546.02297890186,672979.0,Noroeste Paranaense,6.619229274450149
1990,4102,29313.253799915314,375145.0,Centro Ocidental Paranaense,7.813846326064672
1990,4103,131170.85354459286,1624909.0,Norte Central Paranaense,8.072504586077919
1990,4104,25685.2728651762,552004.0,Norte Pioneiro Paranaense,4.6530954241592815
1990,4105,29717.357649326324,540460.0,Centro Oriental Paranaense,5.4985304461618485
1990,4106,85526.30911052227,1034406.0,Oeste Paranaense,8.268156711245128
1990,4107,29023.910826325417,490742.0,Sudoeste Paranaense,5.9142911807681875
1990,4108,34001.198110461235,510913.0,Centro-Sul Paranaense,6.654987857122687
1990,4109,16700.66420698166,339020.0,Sudeste Paranaense,4.926158989729709
1990,4110,195443.08383083344,2347995.0,Metropolitana de Curitiba,8.32382879140856
1990,4201,43869.15341806412,1022937.0,Oeste Catarinense,4.288548895783818
1990,4202,75933.92922246456,813834.0,Norte Catarinense,9.330395292217402
1990,4203,15351.711153268814,363778.0,Serrana,4.220076847216933
1990,4204,65510.95892226696,931915.0,Vale do Itajaí,7.029713967718833
1990,4205,50351.54082214832,585206.0,Grande Florianópolis,8.604071185556593
1990,4206,27580.22228682041,689967.0,Sul Catarinense,3.9973248411620284
1990,4301,52778.155376791954,1936667.0,Noroeste Rio-grandense,2.7252054884392596
1990,4302,47166.10491275787,778048.0,Nordeste Rio-grandense,6.06210733949035
1990,4303,26832.032756090164,476565.0,Centro Ocidental Rio-grandense,5.630298648891581
1990,4304,31867.014607310295,655949.0,Centro Oriental Rio-grandense,4.8581543088426535
1990,4305,205235.6107120514,3612077.0,Metropolitana de Porto Alegre,5.681927896665862
1990,4306,28467.99204659462,678213.0,Sudoeste Rio-grandense,4.197500202236557
1990,4307,22058.97762155533,799355.0,Sudeste Rio-grandense,2.7595971278787683
1990,5001,14648.218334078789,196025.0,Pantanais Sul Mato-grossense,7.472627641412467
1990,5002,86344.1515814066,624734.0,Centro Norte de Mato Grosso do Sul,13.820946447833252
1990,5003,35211.5050791502,263695.0,Leste de Mato Grosso do Sul,13.35311821579863
1990,5004,48371.69883430004,634107.0,Sudoeste de Mato Grosso do Sul,7.62831806529498
1990,5101,122601.05571746826,432193.0,Norte Mato-grossense,28.36720069910162
1990,5102,24657.262996196747,171368.0,Nordeste Mato-grossense,14.388487346643917
1990,5103,31421.521434664726,229106.0,Sudoeste Mato-grossense,13.714840045509384
1990,5104,78328.8539327383,708007.0,Centro-Sul Mato-grossense,11.063288065335273
1990,5105,33800.06804907322,283815.0,Sudeste Mato-grossense,11.909190158755957
1990,5201,22636.017688512802,209087.0,Noroeste Goiano,10.826123904648687
1990,5202,29531.199320793152,266618.0,Norte Goiano,11.07622115565834
1990,5203,155313.4967919588,2027504.0,Centro Goiano,7.660329981689743
1990,5204,100938.06099319458,581407.0,Leste Goiano,17.360998576417995
1990,5205,60939.19637680054,907660.0,Sul Goiano,6.71387924738344
1990,5301,183264.5283677578,1580057.0,Distrito Federal,11.598602352178295
2000,1101,57941.87052118778,472373.0,Madeira-Guaporé,12.266126667101588
2000,1102,57129.25421190262,908579.0,Leste Rondoniense,6.287758600177048
2000,1201,2660.058072090149,157978.0,Vale do Juruá,1.6838155136095843
2000,1202,16229.066857814789,399904.0,Vale do Acre,4.0582406922198295
2000,1301,3467.9867947101593,101720.0,Norte Amazonense,3.409346042774439
2000,1302,6102.795378446579,313169.0,Sudoeste Amazonense,1.9487226955562584
2000,1303,93537.75064826012,2167589.0,Centro Amazonense,4.3152899672521
2000,1304,7909.190501451492,234775.0,Sul Amazonense,3.3688384629758246
2000,1401,37284.456449627876,260596.0,Norte de Roraima,14.307378643428095
2000,1402,12903.465348482132,63801.0,Sul de Roraima,20.224550318148825
2000,1501,21220.43975007534,638320.0,Baixo Amazonas,3.3244203142742417
2000,1502,8749.961085915565,380555.0,Marajó,2.2992632039824903
2000,1503,120063.08338391781,2086551.0,Metropolitana de Belém,5.754140846972723
2000,1504,52394.69204056263,1475673.0,Nordeste Paraense,3.5505624918638907
2000,1505,22991.467445611954,422226.0,Sudoeste Paraense,5.445298831813283
2000,1506,112279.04186022282,1192640.0,Sudeste Paraense,9.4143280336248
2000,1601,4288.228343248367,36144.0,Norte do Amapá,11.864288244932402
2000,1602,42075.57689642906,440888.0,Sul do Amapá,9.543370855280493
2000,1701,62298.94453024864,764552.0,Ocidental do Tocantins,8.148424767739623
2000,1702,58146.2392783165,393138.0,Oriental do Tocantins,14.79028719643395
2000,2101,62780.68226647377,2147128.0,Norte Maranhense,2.923937569929402
2000,2102,66178.0554305315,1241181.0,Oeste Maranhense,5.331861785713083
2000,2103,26819.763357639313,843035.0,Centro Maranhense,3.1813345065909853
2000,2104,32325.15072309971,1169028.0,Leste Maranhense,2.7651305805421007
2000,2105,14664.052650213242,257181.0,Sul Maranhense,5.70184136861325
2000,2201,21119.482886075974,576343.0,Norte Piauiense,3.6643947937384462
2000,2202,56313.07320415974,1317847.0,Centro-Norte Piauiense,4.273111613423997
2000,2203,17941.233325481415,469304.0,Sudoeste Piauiense,3.8229448982922403
2000,2204,15834.93748652935,479933.0,Sudeste Piauiense,3.299405851760423
2000,2301,39561.8530510664,1178307.0,Noroeste Cearense,3.3575165938135307
2000,2302,35165.869787573814,876470.0,Norte Cearense,4.012216024230586
2000,2303,151381.7955120802,2930374.0,Metropolitana de Fortaleza,5.16595477273823
2000,2304,31664.29251587391,814125.0,Sertões Cearenses,3.8893649643327386
2000,2305,20040.794696688652,484830.0,Jaguaribe,4.133571498605419
2000,2306,17426.952715039253,357623.0,Centro-Sul Cearense,4.872995505053996
2000,2307,32374.929748654366,789868.0,Sul Cearense,4.098777232227963
2000,2401,22537.587335705757,742075.0,Oeste Potiguar,3.0371037072675615
2000,2402,17058.62321472168,360612.0,Central Potiguar,4.730464658614156
2000,2403,16433.06391775608,388785.0,Agreste Potiguar,4.226774159948579
2000,2404,86277.69499337673,1286037.0,Leste Potiguar,6.708803478700592
2000,2501,29426.39585351944,819855.0,Sertão Paraibano,3.589219539250165
2000,2502,12464.114513874054,277116.0,Borborema,4.497796776033883
2000,2503,41894.61108613014,1151229.0,Agreste Paraibano,3.639120547356794
2000,2504,69110.19842040539,1196594.0,Mata Paraibana,5.775576212182695
2000,2601,34696.8642411232,912534.0,Sertão Pernambucano,3.8022544081780185
2000,2602,32963.865755319595,465927.0,São Francisco Pernambucano,7.074899234283396
2000,2603,68980.60899424553,2000351.0,Agreste Pernambucano,3.4484252510807116
2000,2604,38400.0389598608,1210725.0,Mata Pernambucana,3.1716565660955873
2000,2605,114311.24934101105,3339616.0,Metropolitana de Recife,3.4228860246510693
2000,2701,13628.413254499435,413808.0,Sertão Alagoano,3.293414640243648
2000,2702,22360.462075948715,581860.0,Agreste Alagoano,3.8429282088386754
2000,2703,49628.23756599426,1832188.0,Leste Alagoano,2.7086869669484934
2000,2801,10434.145797848701,196364.0,Sertão Sergipano,5.313675519875691
2000,2802,18672.840067982674,404934.0,Agreste Sergipano,4.611329270444733
2000,2803,49040.81812441349,1183531.0,Leste Sergipano,4.143602332715703
2000,2901,28585.844550848007,496048.0,Extremo Oeste Baiano,5.762717428726254
2000,2902,46798.97746968269,877034.0,Vale São-Franciscano da Bahia,5.336050537343215
2000,2903,73973.29395282269,2081821.0,Centro Norte Baiano,3.553297519470823
2000,2904,47480.57662117481,1465232.0,Nordeste Baiano,3.2404818227539947
2000,2905,138171.3303425312,3717384.0,Metropolitana de Salvador,3.7168968915380063
2000,2906,73730.8353112936,2477798.0,Centro Sul Baiano,2.9756596506774806
2000,2907,77242.1263897419,1970451.0,Sul Baiano,3.920022694791289
2000,3101,20297.059469103813,334534.0,Noroeste de Minas,6.067263557397398
2000,3102,39702.891672849655,1495284.0,Norte de Minas,2.655207416975615
2000,3103,20039.40499341488,679850.0,Jequitinhonha,2.9476215331933338
2000,3104,15083.454655885696,382976.0,Vale do Mucuri,3.9384856116011697
2000,3105,113272.31220519543,1871237.0,Triângulo Mineiro/Alto Paranaíba,6.0533386313543085
2000,3106,19347.154700398445,381602.0,Central Mineira,5.069982521160383
2000,3107,244784.5456559658,5588300.0,Metropolitana de Belo Horizonte,4.380304308214766
2000,3108,60276.51460599899,1535178.0,Vale do Rio Doce,3.9263534655915464
2000,3109,44120.07562768459,839112.0,Oeste de Minas,5.257948358226863
2000,3110,117631.91977906227,2251628.0,Sul/Sudoeste de Minas,5.224305248427461
2000,3111,22220.09841787815,511956.0,Campo das Vertentes,4.340235961269748
2000,3112,82114.54119598866,2033478.0,Zona da Mata,4.038132755603388
2000,3201,19990.90170133114,387205.0,Noroeste Espírito-santense,5.162872819651383
2000,3202,30355.096572637558,459500.0,Litoral Norte Espírito-santense,6.606114596874333
2000,3203,118869.86157274246,1719008.0,Central Espírito-santense,6.915026664956909
2000,3204,24945.848296403885,531784.0,Sul Espírito-santense,4.69097383456514
2000,3301,13913.395250439644,297837.0,Noroeste Fluminense,4.671479786070785
2000,3302,29117.656720638275,699292.0,Norte Fluminense,4.163876709677542
2000,3303,20630.56521975994,452646.0,Centro Fluminense,4.557770359123894
2000,3304,63805.68197977543,462325.0,Baixadas,13.801045147845223
2000,3305,40273.430369496346,933983.0,Sul Fluminense,4.312008930515475
2000,3306,288047.02666437626,11546023.0,Metropolitana do Rio de Janeiro,2.494772673364467
2000,3501,94516.5688585043,1421152.0,São José do Rio Preto,6.650700900291052
2000,3502,103696.04111731052,2104682.0,Ribeirão Preto,4.926922029898604
2000,3503,43745.59475851059,635539.0,Araçatuba,6.883227427193389
2000,3504,86771.31000494957,1309726.0,Bauru,6.625149840878899
2000,3505,50192.10519552231,719326.0,Araraquara,6.977657584394601
2000,3506,82385.30812728405,1218951.0,Piracicaba,6.758705487528543
2000,3507,260730.70117020607,3271634.0,Campinas,7.96943365823335
2000,3508,52049.38108801842,803870.0,Presidente Prudente,6.474850546483688
2000,3509,30344.3913012743,418121.0,Marília,7.257322952273218
2000,3510,34380.44933342934,517504.0,Assis,6.643513737754556
2000,3511,48673.702543497086,748748.0,Itapetininga,6.500678805619125
2000,3512,191130.15827715397,2251083.0,Macro Metropolitana Paulista,8.490586898712928
2000,3513,125677.39813160896,1992110.0,Vale do Paraíba Paulista,6.308757956719707
2000,3514,53741.3433727026,424736.0,Litoral Sul Paulista,12.652881642409072
2000,3515,833927.4557862282,19198273.0,Metropolitana de São Paulo,4.34376287797464
2000,4101,43452.48995959759,641084.0,Noroeste Paranaense,6.777971367183955
2000,4102,20757.81281375885,346686.0,Centro Ocidental Paranaense,5.987496701268252
