census_year,origin_uf,destination_uf,migration_type,label,weighted_migrants
1970,AC,AC,local,Local / within-state,7544.0
1970,AC,AL,other,Other,8.0
1970,AC,AM,neighboring_state,Neighboring-state circulation,12493.0
1970,AC,AP,other,Other,114.0
1970,AC,BA,other,Other,161.0
1970,AC,CE,other,Other,1226.0
1970,AC,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,180.0
1970,AC,ES,other,Other,18.0
1970,AC,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,83.0
1970,AC,MA,other,Other,278.0
1970,AC,MG,other,Other,183.0
1970,AC,MT,other,Other,316.0
1970,AC,PA,other,Other,3029.0
1970,AC,PB,other,Other,102.0
1970,AC,PE,other,Other,171.0
1970,AC,PI,other,Other,433.0
1970,AC,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,178.0
1970,AC,RJ,other,Other,2910.0
1970,AC,RN,other,Other,103.0
1970,AC,RO,neighboring_state,Neighboring-state circulation,3961.0
1970,AC,RR,other,Other,58.0
1970,AC,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,23.0
1970,AC,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,17.0
1970,AC,SE,other,Other,4.0
1970,AC,SP,other,Other,895.0
1970,AL,AC,other,Other,77.0
1970,AL,AL,local,Local / within-state,191749.0
1970,AL,AM,other,Other,168.0
1970,AL,AP,other,Other,12.0
1970,AL,BA,neighboring_state,Neighboring-state circulation,13195.0
1970,AL,CE,other,Other,10250.0
1970,AL,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,1537.0
1970,AL,ES,northeast_to_southeast,Northeast -> Southeast,1154.0
1970,AL,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,774.0
1970,AL,MA,other,Other,812.0
1970,AL,MG,northeast_to_southeast,Northeast -> Southeast,1697.0
1970,AL,MT,other,Other,5330.0
1970,AL,PA,other,Other,305.0
1970,AL,PB,other,Other,1718.0
1970,AL,PE,neighboring_state,Neighboring-state circulation,51627.0
1970,AL,PI,other,Other,235.0
1970,AL,PR,other,Other,15313.0
1970,AL,RJ,northeast_to_southeast,Northeast -> Southeast,49155.0
1970,AL,RN,other,Other,505.0
1970,AL,RO,other,Other,210.0
1970,AL,RR,other,Other,21.0
1970,AL,RS,other,Other,217.0
1970,AL,SC,other,Other,150.0
1970,AL,SE,neighboring_state,Neighboring-state circulation,18654.0
1970,AL,SP,northeast_to_southeast,Northeast -> Southeast,108420.0
1970,AM,AC,neighboring_state,Neighboring-state circulation,8574.0
1970,AM,AL,other,Other,41.0
1970,AM,AM,local,Local / within-state,64707.0
1970,AM,AP,other,Other,240.0
1970,AM,BA,other,Other,372.0
1970,AM,CE,other,Other,3119.0
1970,AM,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,583.0
1970,AM,ES,other,Other,77.0
1970,AM,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,262.0
1970,AM,MA,other,Other,659.0
1970,AM,MG,other,Other,572.0
1970,AM,MT,neighboring_state,Neighboring-state circulation,495.0
1970,AM,PA,neighboring_state,Neighboring-state circulation,11850.0
1970,AM,PB,other,Other,364.0
1970,AM,PE,other,Other,960.0
1970,AM,PI,other,Other,126.0
1970,AM,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,217.0
1970,AM,RJ,other,Other,15884.0
1970,AM,RN,other,Other,319.0
1970,AM,RO,neighboring_state,Neighboring-state circulation,14434.0
1970,AM,RR,neighboring_state,Neighboring-state circulation,3471.0
1970,AM,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,175.0
1970,AM,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,79.0
1970,AM,SE,other,Other,105.0
1970,AM,SP,other,Other,3679.0
1970,AP,AC,other,Other,11.0
1970,AP,AL,other,Other,3.0
1970,AP,AM,other,Other,105.0
1970,AP,AP,local,Local / within-state,2437.0
1970,AP,BA,other,Other,68.0
1970,AP,CE,other,Other,327.0
1970,AP,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,279.0
1970,AP,ES,other,Other,23.0
1970,AP,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,31.0
1970,AP,MA,other,Other,123.0
1970,AP,MG,other,Other,114.0
1970,AP,MT,other,Other,116.0
1970,AP,PA,neighboring_state,Neighboring-state circulation,3859.0
1970,AP,PB,other,Other,59.0
1970,AP,PE,other,Other,75.0
1970,AP,PI,other,Other,78.0
1970,AP,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,66.0
1970,AP,RJ,other,Other,726.0
1970,AP,RN,other,Other,62.0
1970,AP,RO,other,Other,159.0
1970,AP,RR,other,Other,19.0
1970,AP,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,4.0
1970,AP,SE,other,Other,7.0
1970,AP,SP,other,Other,255.0
1970,BA,AC,other,Other,110.0
1970,BA,AL,neighboring_state,Neighboring-state circulation,2201.0
1970,BA,AM,other,Other,253.0
1970,BA,AP,other,Other,51.0
1970,BA,BA,local,Local / within-state,1000907.0
1970,BA,CE,other,Other,1829.0
1970,BA,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,26181.0
1970,BA,ES,northeast_to_southeast,Northeast -> Southeast,26412.0
1970,BA,GO,neighboring_state,Neighboring-state circulation,57073.0
1970,BA,MA,other,Other,2449.0
1970,BA,MG,northeast_to_southeast,Northeast -> Southeast,81521.0
1970,BA,MT,other,Other,25947.0
1970,BA,PA,other,Other,3769.0
1970,BA,PB,other,Other,1082.0
1970,BA,PE,neighboring_state,Neighboring-state circulation,13331.0
1970,BA,PI,neighboring_state,Neighboring-state circulation,6307.0
1970,BA,PR,other,Other,46692.0
1970,BA,RJ,northeast_to_southeast,Northeast -> Southeast,122442.0
1970,BA,RN,other,Other,635.0
1970,BA,RO,other,Other,340.0
1970,BA,RR,other,Other,26.0
1970,BA,RS,other,Other,1006.0
1970,BA,SC,other,Other,288.0
1970,BA,SE,neighboring_state,Neighboring-state circulation,14545.0
1970,BA,SP,northeast_to_southeast,Northeast -> Southeast,401894.0
1970,CE,AC,other,Other,9361.0
1970,CE,AL,other,Other,2087.0
1970,CE,AM,other,Other,13451.0
1970,CE,AP,other,Other,1036.0
1970,CE,BA,other,Other,10088.0
1970,CE,CE,local,Local / within-state,544124.0
1970,CE,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,24706.0
1970,CE,ES,northeast_to_southeast,Northeast -> Southeast,854.0
1970,CE,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,12574.0
1970,CE,MA,other,Other,101188.0
1970,CE,MG,northeast_to_southeast,Northeast -> Southeast,3923.0
1970,CE,MT,other,Other,10466.0
1970,CE,PA,other,Other,39161.0
1970,CE,PB,neighboring_state,Neighboring-state circulation,9270.0
1970,CE,PE,neighboring_state,Neighboring-state circulation,33114.0
1970,CE,PI,neighboring_state,Neighboring-state circulation,51413.0
1970,CE,PR,other,Other,16931.0
1970,CE,RJ,northeast_to_southeast,Northeast -> Southeast,68168.0
1970,CE,RN,neighboring_state,Neighboring-state circulation,11531.0
1970,CE,RO,other,Other,6488.0
1970,CE,RR,other,Other,1106.0
1970,CE,RS,other,Other,491.0
1970,CE,SC,other,Other,119.0
1970,CE,SE,other,Other,453.0
1970,CE,SP,northeast_to_southeast,Northeast -> Southeast,72980.0
1970,DF,AC,other,Other,7.0
1970,DF,AL,other,Other,54.0
1970,DF,AM,other,Other,154.0
1970,DF,AP,other,Other,4.0
1970,DF,BA,other,Other,534.0
1970,DF,CE,other,Other,377.0
1970,DF,DF,local,Local / within-state,138.0
1970,DF,ES,other,Other,135.0
1970,DF,GO,neighboring_state,Neighboring-state circulation,6657.0
1970,DF,MA,other,Other,201.0
1970,DF,MG,other,Other,2849.0
1970,DF,MT,other,Other,561.0
1970,DF,PA,other,Other,148.0
1970,DF,PB,other,Other,188.0
1970,DF,PE,other,Other,343.0
1970,DF,PI,other,Other,299.0
1970,DF,PR,other,Other,733.0
1970,DF,RJ,other,Other,5475.0
1970,DF,RN,other,Other,201.0
1970,DF,RO,other,Other,54.0
1970,DF,RR,other,Other,6.0
1970,DF,RS,other,Other,290.0
1970,DF,SC,other,Other,156.0
1970,DF,SE,other,Other,49.0
1970,DF,SP,other,Other,4885.0
1970,ES,AC,other,Other,3.0
1970,ES,AL,return_southeast_to_northeast,Return: Southeast -> Northeast,138.0
1970,ES,AM,other,Other,64.0
1970,ES,AP,other,Other,4.0
1970,ES,BA,return_southeast_to_northeast,Return: Southeast -> Northeast,7493.0
1970,ES,CE,return_southeast_to_northeast,Return: Southeast -> Northeast,153.0
1970,ES,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,4261.0
1970,ES,ES,local,Local / within-state,312036.0
1970,ES,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,2199.0
1970,ES,MA,return_southeast_to_northeast,Return: Southeast -> Northeast,798.0
1970,ES,MG,neighboring_state,Neighboring-state circulation,43074.0
1970,ES,MT,other,Other,8165.0
1970,ES,PA,other,Other,1436.0
1970,ES,PB,return_southeast_to_northeast,Return: Southeast -> Northeast,102.0
1970,ES,PE,return_southeast_to_northeast,Return: Southeast -> Northeast,267.0
1970,ES,PI,return_southeast_to_northeast,Return: Southeast -> Northeast,49.0
1970,ES,PR,other,Other,20663.0
1970,ES,RJ,neighboring_state,Neighboring-state circulation,215031.0
1970,ES,RN,return_southeast_to_northeast,Return: Southeast -> Northeast,73.0
1970,ES,RO,other,Other,554.0
1970,ES,RS,other,Other,360.0
1970,ES,SC,other,Other,132.0
1970,ES,SE,return_southeast_to_northeast,Return: Southeast -> Northeast,234.0
1970,ES,SP,other,Other,18012.0
1970,GO,AC,other,Other,14.0
1970,GO,AL,other,Other,42.0
1970,GO,AM,other,Other,289.0
1970,GO,AP,other,Other,4.0
1970,GO,BA,neighboring_state,Neighboring-state circulation,1657.0
1970,GO,CE,other,Other,225.0
1970,GO,DF,neighboring_state,Neighboring-state circulation,90568.0
1970,GO,ES,other,Other,145.0
1970,GO,GO,local,Local / within-state,680993.0
1970,GO,MA,other,Other,5284.0
1970,GO,MG,neighboring_state,Neighboring-state circulation,24144.0
1970,GO,MT,neighboring_state,Neighboring-state circulation,36758.0
1970,GO,PA,other,Other,19513.0
1970,GO,PB,other,Other,228.0
1970,GO,PE,other,Other,355.0
1970,GO,PI,other,Other,358.0
1970,GO,PR,other,Other,2003.0
1970,GO,RJ,other,Other,4820.0
1970,GO,RN,other,Other,464.0
1970,GO,RO,other,Other,396.0
1970,GO,RR,other,Other,77.0
1970,GO,RS,other,Other,229.0
1970,GO,SC,other,Other,132.0
1970,GO,SE,other,Other,3.0
1970,GO,SP,other,Other,18521.0
1970,MA,AC,other,Other,300.0
1970,MA,AL,other,Other,79.0
1970,MA,AM,other,Other,1201.0
1970,MA,AP,other,Other,288.0
1970,MA,BA,other,Other,1035.0
1970,MA,CE,other,Other,7769.0
1970,MA,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,10696.0
1970,MA,ES,northeast_to_southeast,Northeast -> Southeast,131.0
1970,MA,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,79837.0
1970,MA,MA,local,Local / within-state,509714.0
1970,MA,MG,northeast_to_southeast,Northeast -> Southeast,1057.0
1970,MA,MT,other,Other,2245.0
1970,MA,PA,neighboring_state,Neighboring-state circulation,37916.0
1970,MA,PB,other,Other,535.0
1970,MA,PE,other,Other,2091.0
1970,MA,PI,neighboring_state,Neighboring-state circulation,32546.0
1970,MA,PR,other,Other,393.0
1970,MA,RJ,northeast_to_southeast,Northeast -> Southeast,26409.0
1970,MA,RN,other,Other,491.0
1970,MA,RO,other,Other,1701.0
1970,MA,RR,other,Other,682.0
1970,MA,RS,other,Other,118.0
1970,MA,SC,other,Other,47.0
1970,MA,SE,other,Other,126.0
1970,MA,SP,northeast_to_southeast,Northeast -> Southeast,5829.0
1970,MG,AC,other,Other,127.0
1970,MG,AL,return_southeast_to_northeast,Return: Southeast -> Northeast,668.0
1970,MG,AM,other,Other,437.0
1970,MG,AP,other,Other,117.0
1970,MG,BA,return_southeast_to_northeast,Return: Southeast -> Northeast,61183.0
1970,MG,CE,return_southeast_to_northeast,Return: Southeast -> Northeast,846.0
1970,MG,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,88610.0
1970,MG,ES,neighboring_state,Neighboring-state circulation,120457.0
1970,MG,GO,neighboring_state,Neighboring-state circulation,240093.0
1970,MG,MA,return_southeast_to_northeast,Return: Southeast -> Northeast,1579.0
1970,MG,MG,local,Local / within-state,2247350.0
1970,MG,MT,other,Other,51583.0
1970,MG,PA,other,Other,2759.0
1970,MG,PB,return_southeast_to_northeast,Return: Southeast -> Northeast,542.0
1970,MG,PE,return_southeast_to_northeast,Return: Southeast -> Northeast,1926.0
1970,MG,PI,return_southeast_to_northeast,Return: Southeast -> Northeast,251.0
1970,MG,PR,other,Other,240356.0
1970,MG,RJ,neighboring_state,Neighboring-state circulation,540360.0
1970,MG,RN,return_southeast_to_northeast,Return: Southeast -> Northeast,1083.0
1970,MG,RO,other,Other,771.0
1970,MG,RR,other,Other,54.0
1970,MG,RS,other,Other,2251.0
1970,MG,SC,other,Other,1233.0
1970,MG,SE,return_southeast_to_northeast,Return: Southeast -> Northeast,328.0
1970,MG,SP,neighboring_state,Neighboring-state circulation,870821.0
1970,MT,AC,other,Other,83.0
1970,MT,AL,other,Other,200.0
1970,MT,AM,neighboring_state,Neighboring-state circulation,468.0
1970,MT,AP,other,Other,9.0
1970,MT,BA,other,Other,794.0
1970,MT,CE,other,Other,330.0
1970,MT,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,3250.0
1970,MT,ES,other,Other,244.0
1970,MT,GO,neighboring_state,Neighboring-state circulation,14244.0
1970,MT,MA,other,Other,260.0
1970,MT,MG,other,Other,3255.0
1970,MT,MT,local,Local / within-state,233983.0
1970,MT,PA,neighboring_state,Neighboring-state circulation,739.0
1970,MT,PB,other,Other,84.0
1970,MT,PE,other,Other,529.0
1970,MT,PI,other,Other,88.0
1970,MT,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,8527.0
1970,MT,RJ,other,Other,14379.0
1970,MT,RN,other,Other,43.0
1970,MT,RO,neighboring_state,Neighboring-state circulation,3431.0
1970,MT,RR,other,Other,27.0
1970,MT,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,998.0
1970,MT,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,546.0
1970,MT,SE,other,Other,80.0
1970,MT,SP,other,Other,62624.0
1970,PA,AC,other,Other,1247.0
1970,PA,AL,other,Other,103.0
1970,PA,AM,neighboring_state,Neighboring-state circulation,17297.0
1970,PA,AP,neighboring_state,Neighboring-state circulation,31555.0
1970,PA,BA,other,Other,718.0
1970,PA,CE,other,Other,4266.0
1970,PA,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,2285.0
1970,PA,ES,other,Other,195.0
1970,PA,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,4450.0
1970,PA,MA,neighboring_state,Neighboring-state circulation,4996.0
1970,PA,MG,other,Other,1066.0
1970,PA,MT,neighboring_state,Neighboring-state circulation,1141.0
1970,PA,PA,local,Local / within-state,220698.0
1970,PA,PB,other,Other,337.0
1970,PA,PE,other,Other,2052.0
1970,PA,PI,other,Other,876.0
1970,PA,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,370.0
1970,PA,RJ,other,Other,32208.0
1970,PA,RN,other,Other,419.0
1970,PA,RO,other,Other,3628.0
1970,PA,RR,neighboring_state,Neighboring-state circulation,484.0
1970,PA,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,366.0
1970,PA,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,83.0
1970,PA,SE,other,Other,47.0
1970,PA,SP,other,Other,7822.0
1970,PB,AC,other,Other,687.0
1970,PB,AL,other,Other,6028.0
1970,PB,AM,other,Other,1301.0
1970,PB,AP,other,Other,201.0
1970,PB,BA,other,Other,16632.0
1970,PB,CE,neighboring_state,Neighboring-state circulation,36699.0
1970,PB,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,19795.0
1970,PB,ES,northeast_to_southeast,Northeast -> Southeast,839.0
1970,PB,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,7405.0
1970,PB,MA,other,Other,6804.0
1970,PB,MG,northeast_to_southeast,Northeast -> Southeast,6952.0
1970,PB,MT,other,Other,3070.0
1970,PB,PA,other,Other,2640.0
1970,PB,PB,local,Local / within-state,276196.0
1970,PB,PE,neighboring_state,Neighboring-state circulation,105069.0
1970,PB,PI,other,Other,2417.0
1970,PB,PR,other,Other,6435.0
1970,PB,RJ,northeast_to_southeast,Northeast -> Southeast,148810.0
1970,PB,RN,neighboring_state,Neighboring-state circulation,56057.0
1970,PB,RO,other,Other,674.0
1970,PB,RR,other,Other,253.0
1970,PB,RS,other,Other,229.0
1970,PB,SC,other,Other,79.0
1970,PB,SE,other,Other,652.0
1970,PB,SP,northeast_to_southeast,Northeast -> Southeast,54377.0
1970,PE,AC,other,Other,340.0
1970,PE,AL,neighboring_state,Neighboring-state circulation,69486.0
1970,PE,AM,other,Other,936.0
1970,PE,AP,other,Other,78.0
1970,PE,BA,neighboring_state,Neighboring-state circulation,45621.0
1970,PE,CE,neighboring_state,Neighboring-state circulation,22415.0
1970,PE,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,14822.0
1970,PE,ES,northeast_to_southeast,Northeast -> Southeast,1300.0
1970,PE,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,7403.0
1970,PE,MA,other,Other,9597.0
1970,PE,MG,northeast_to_southeast,Northeast -> Southeast,11370.0
1970,PE,MT,other,Other,11778.0
1970,PE,PA,other,Other,2122.0
1970,PE,PB,neighboring_state,Neighboring-state circulation,52567.0
1970,PE,PE,local,Local / within-state,846903.0
1970,PE,PI,neighboring_state,Neighboring-state circulation,5793.0
1970,PE,PR,other,Other,32440.0
1970,PE,RJ,northeast_to_southeast,Northeast -> Southeast,149089.0
1970,PE,RN,other,Other,6347.0
1970,PE,RO,other,Other,599.0
1970,PE,RR,other,Other,101.0
1970,PE,RS,other,Other,945.0
1970,PE,SC,other,Other,330.0
1970,PE,SE,other,Other,3695.0
1970,PE,SP,northeast_to_southeast,Northeast -> Southeast,223155.0
1970,PI,AC,other,Other,247.0
1970,PI,AL,other,Other,96.0
1970,PI,AM,other,Other,502.0
1970,PI,AP,other,Other,130.0
1970,PI,BA,neighboring_state,Neighboring-state circulation,5646.0
1970,PI,CE,neighboring_state,Neighboring-state circulation,15096.0
1970,PI,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,22284.0
1970,PI,ES,northeast_to_southeast,Northeast -> Southeast,73.0
1970,PI,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,20733.0
1970,PI,MA,neighboring_state,Neighboring-state circulation,145473.0
1970,PI,MG,northeast_to_southeast,Northeast -> Southeast,1643.0
1970,PI,MT,other,Other,1510.0
1970,PI,PA,other,Other,5313.0
1970,PI,PB,other,Other,533.0
1970,PI,PE,neighboring_state,Neighboring-state circulation,6337.0
1970,PI,PI,local,Local / within-state,160052.0
1970,PI,PR,other,Other,1555.0
1970,PI,RJ,northeast_to_southeast,Northeast -> Southeast,10681.0
1970,PI,RN,other,Other,357.0
1970,PI,RO,other,Other,456.0
1970,PI,RR,other,Other,162.0
1970,PI,RS,other,Other,133.0
1970,PI,SC,other,Other,46.0
1970,PI,SE,other,Other,118.0
1970,PI,SP,northeast_to_southeast,Northeast -> Southeast,20040.0
1970,PR,AC,south_to_agri_frontier,South -> agricultural frontier,33.0
1970,PR,AL,other,Other,971.0
1970,PR,AM,south_to_agri_frontier,South -> agricultural frontier,189.0
1970,PR,AP,south_to_agri_frontier,South -> agricultural frontier,4.0
1970,PR,BA,other,Other,3429.0
1970,PR,CE,other,Other,1143.0
1970,PR,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,3775.0
1970,PR,ES,other,Other,955.0
1970,PR,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,3055.0
1970,PR,MA,other,Other,298.0
1970,PR,MG,other,Other,8751.0
1970,PR,MT,south_to_agri_frontier,South -> agricultural frontier,43944.0
1970,PR,PA,south_to_agri_frontier,South -> agricultural frontier,731.0
1970,PR,PB,other,Other,378.0
1970,PR,PE,other,Other,2255.0
1970,PR,PI,other,Other,139.0
1970,PR,PR,local,Local / within-state,2224779.0
1970,PR,RJ,other,Other,16037.0
1970,PR,RN,other,Other,287.0
1970,PR,RO,south_to_agri_frontier,South -> agricultural frontier,2177.0
1970,PR,RR,south_to_agri_frontier,South -> agricultural frontier,16.0
1970,PR,RS,other,Other,8768.0
1970,PR,SC,neighboring_state,Neighboring-state circulation,36642.0
1970,PR,SE,other,Other,337.0
1970,PR,SP,neighboring_state,Neighboring-state circulation,283434.0
1970,RJ,AC,other,Other,279.0
1970,RJ,AL,return_southeast_to_northeast,Return: Southeast -> Northeast,1906.0
1970,RJ,AM,other,Other,2010.0
1970,RJ,AP,other,Other,235.0
1970,RJ,BA,return_southeast_to_northeast,Return: Southeast -> Northeast,9466.0
1970,RJ,CE,return_southeast_to_northeast,Return: Southeast -> Northeast,3282.0
1970,RJ,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,52696.0
1970,RJ,ES,neighboring_state,Neighboring-state circulation,24400.0
1970,RJ,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,3638.0
1970,RJ,MA,return_southeast_to_northeast,Return: Southeast -> Northeast,905.0
1970,RJ,MG,neighboring_state,Neighboring-state circulation,60082.0
1970,RJ,MT,other,Other,3584.0
1970,RJ,PA,other,Other,2945.0
1970,RJ,PB,return_southeast_to_northeast,Return: Southeast -> Northeast,3164.0
1970,RJ,PE,return_southeast_to_northeast,Return: Southeast -> Northeast,11357.0
1970,RJ,PI,return_southeast_to_northeast,Return: Southeast -> Northeast,449.0
1970,RJ,PR,other,Other,17764.0
1970,RJ,RJ,local,Local / within-state,1584362.0
1970,RJ,RN,return_southeast_to_northeast,Return: Southeast -> Northeast,3185.0
1970,RJ,RO,other,Other,517.0
1970,RJ,RR,other,Other,191.0
1970,RJ,RS,other,Other,8598.0
1970,RJ,SC,other,Other,3419.0
1970,RJ,SE,return_southeast_to_northeast,Return: Southeast -> Northeast,1485.0
1970,RJ,SP,neighboring_state,Neighboring-state circulation,135832.0
1970,RN,AC,other,Other,1281.0
1970,RN,AL,other,Other,1017.0
1970,RN,AM,other,Other,1450.0
1970,RN,AP,other,Other,394.0
1970,RN,BA,other,Other,3650.0
1970,RN,CE,neighboring_state,Neighboring-state circulation,24493.0
1970,RN,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,8245.0
1970,RN,ES,northeast_to_southeast,Northeast -> Southeast,468.0
1970,RN,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,13205.0
1970,RN,MA,other,Other,4868.0
1970,RN,MG,northeast_to_southeast,Northeast -> Southeast,12741.0
1970,RN,MT,other,Other,1266.0
1970,RN,PA,other,Other,4032.0
1970,RN,PB,neighboring_state,Neighboring-state circulation,33982.0
1970,RN,PE,other,Other,19188.0
1970,RN,PI,other,Other,1259.0
1970,RN,PR,other,Other,2116.0
1970,RN,RJ,northeast_to_southeast,Northeast -> Southeast,58057.0
1970,RN,RN,local,Local / within-state,245135.0
1970,RN,RO,other,Other,933.0
1970,RN,RR,other,Other,219.0
1970,RN,RS,other,Other,401.0
1970,RN,SC,other,Other,132.0
1970,RN,SE,other,Other,299.0
1970,RN,SP,northeast_to_southeast,Northeast -> Southeast,26659.0
1970,RO,AC,neighboring_state,Neighboring-state circulation,564.0
1970,RO,AL,other,Other,11.0
1970,RO,AM,neighboring_state,Neighboring-state circulation,1348.0
1970,RO,AP,other,Other,25.0
1970,RO,BA,other,Other,61.0
1970,RO,CE,other,Other,455.0
1970,RO,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,177.0
1970,RO,ES,other,Other,18.0
1970,RO,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,226.0
1970,RO,MA,other,Other,286.0
1970,RO,MG,other,Other,52.0
1970,RO,MT,neighboring_state,Neighboring-state circulation,491.0
1970,RO,PA,other,Other,942.0
1970,RO,PB,other,Other,38.0
1970,RO,PE,other,Other,80.0
1970,RO,PI,other,Other,72.0
1970,RO,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,92.0
1970,RO,RJ,other,Other,885.0
1970,RO,RN,other,Other,21.0
1970,RO,RO,local,Local / within-state,4000.0
1970,RO,RR,other,Other,60.0
1970,RO,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,26.0
1970,RO,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,18.0
1970,RO,SP,other,Other,661.0
1970,RR,AC,other,Other,42.0
1970,RR,AM,neighboring_state,Neighboring-state circulation,1259.0
1970,RR,AP,other,Other,38.0
1970,RR,BA,other,Other,7.0
1970,RR,CE,other,Other,1247.0
1970,RR,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,40.0
1970,RR,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,21.0
1970,RR,MA,other,Other,108.0
1970,RR,MG,other,Other,16.0
1970,RR,MT,other,Other,20.0
1970,RR,PA,neighboring_state,Neighboring-state circulation,298.0
1970,RR,PB,other,Other,114.0
1970,RR,PE,other,Other,27.0
1970,RR,PI,other,Other,220.0
1970,RR,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,15.0
1970,RR,RJ,other,Other,396.0
1970,RR,RN,other,Other,40.0
1970,RR,RO,other,Other,222.0
1970,RR,RR,local,Local / within-state,817.0
1970,RR,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,11.0
1970,RR,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,4.0
1970,RR,SP,other,Other,124.0
1970,RS,AC,south_to_agri_frontier,South -> agricultural frontier,71.0
1970,RS,AL,other,Other,113.0
1970,RS,AM,south_to_agri_frontier,South -> agricultural frontier,231.0
1970,RS,AP,south_to_agri_frontier,South -> agricultural frontier,27.0
1970,RS,BA,other,Other,981.0
1970,RS,CE,other,Other,426.0
1970,RS,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,2646.0
1970,RS,ES,other,Other,363.0
1970,RS,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,612.0
1970,RS,MA,other,Other,229.0
1970,RS,MG,other,Other,2724.0
1970,RS,MT,south_to_agri_frontier,South -> agricultural frontier,6000.0
1970,RS,PA,south_to_agri_frontier,South -> agricultural frontier,364.0
1970,RS,PB,other,Other,247.0
1970,RS,PE,other,Other,1085.0
1970,RS,PI,other,Other,24.0
1970,RS,PR,other,Other,247853.0
1970,RS,RJ,other,Other,34360.0
1970,RS,RN,other,Other,221.0
1970,RS,RO,south_to_agri_frontier,South -> agricultural frontier,242.0
1970,RS,RR,south_to_agri_frontier,South -> agricultural frontier,130.0
1970,RS,RS,local,Local / within-state,1535513.0
1970,RS,SC,neighboring_state,Neighboring-state circulation,216372.0
1970,RS,SE,other,Other,120.0
1970,RS,SP,other,Other,32634.0
1970,SC,AC,south_to_agri_frontier,South -> agricultural frontier,24.0
1970,SC,AL,other,Other,59.0
1970,SC,AM,south_to_agri_frontier,South -> agricultural frontier,128.0
1970,SC,AP,south_to_agri_frontier,South -> agricultural frontier,8.0
1970,SC,BA,other,Other,275.0
1970,SC,CE,other,Other,131.0
1970,SC,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,1332.0
1970,SC,ES,other,Other,142.0
1970,SC,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,696.0
1970,SC,MA,other,Other,47.0
1970,SC,MG,other,Other,1619.0
1970,SC,MT,south_to_agri_frontier,South -> agricultural frontier,1496.0
1970,SC,PA,south_to_agri_frontier,South -> agricultural frontier,84.0
