census_year,origin_uf,destination_uf,migration_type,label,weighted_migrants
2010,MA,MG,northeast_to_southeast,Northeast -> Southeast,9730.14099535758
2010,MA,MS,other,Other,873.7380867361765
2010,MA,MT,other,Other,14454.479580875477
2010,MA,PA,neighboring_state,Neighboring-state circulation,62638.088745701476
2010,MA,PB,other,Other,1009.5393021856366
2010,MA,PE,other,Other,2019.303770553799
2010,MA,PI,neighboring_state,Neighboring-state circulation,17734.468767381553
2010,MA,PR,other,Other,1576.8008759120173
2010,MA,RJ,northeast_to_southeast,Northeast -> Southeast,10839.990046054067
2010,MA,RN,other,Other,628.1298897580009
2010,MA,RO,other,Other,2598.7274254192057
2010,MA,RR,other,Other,4733.888464767747
2010,MA,RS,other,Other,913.7933810741551
2010,MA,SC,other,Other,2023.9607662641706
2010,MA,SE,other,Other,131.25720726796808
2010,MA,SP,northeast_to_southeast,Northeast -> Southeast,39322.78422043508
2010,MA,TO,neighboring_state,Neighboring-state circulation,19757.466904760488
2010,MG,AC,other,Other,598.2353515830755
2010,MG,AL,return_southeast_to_northeast,Return: Southeast -> Northeast,1255.8888293481748
2010,MG,AM,other,Other,1494.4847897632092
2010,MG,AP,other,Other,455.17911644765735
2010,MG,BA,return_southeast_to_northeast,Return: Southeast -> Northeast,20627.34137664752
2010,MG,CE,return_southeast_to_northeast,Return: Southeast -> Northeast,3058.2692584423703
2010,MG,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,25310.81575962185
2010,MG,ES,neighboring_state,Neighboring-state circulation,37533.78770497429
2010,MG,GO,neighboring_state,Neighboring-state circulation,36017.01855358129
2010,MG,MA,return_southeast_to_northeast,Return: Southeast -> Northeast,2564.8623327333316
2010,MG,MG,local,Local / within-state,1345321.2952211504
2010,MG,MS,neighboring_state,Neighboring-state circulation,4761.352720608617
2010,MG,MT,other,Other,5073.76644608324
2010,MG,PA,other,Other,5767.986927355185
2010,MG,PB,return_southeast_to_northeast,Return: Southeast -> Northeast,1451.495189889203
2010,MG,PE,return_southeast_to_northeast,Return: Southeast -> Northeast,3557.4807104264246
2010,MG,PI,return_southeast_to_northeast,Return: Southeast -> Northeast,1163.72900656195
2010,MG,PR,other,Other,11720.82381478915
2010,MG,RJ,neighboring_state,Neighboring-state circulation,46853.92551192366
2010,MG,RN,return_southeast_to_northeast,Return: Southeast -> Northeast,1733.5365514000637
2010,MG,RO,other,Other,3961.5463308135913
2010,MG,RR,other,Other,314.3801098167069
2010,MG,RS,other,Other,3884.148956191261
2010,MG,SC,other,Other,4972.32384657555
2010,MG,SE,return_southeast_to_northeast,Return: Southeast -> Northeast,723.9525663339825
2010,MG,SP,neighboring_state,Neighboring-state circulation,162112.26631634717
2010,MG,TO,other,Other,3645.5921659304186
2010,MS,AC,other,Other,350.02296897068595
2010,MS,AL,other,Other,267.6106846231749
2010,MS,AM,other,Other,302.5984710467568
2010,MS,AP,other,Other,91.3957857013838
2010,MS,BA,other,Other,1317.3096960111834
2010,MS,CE,other,Other,382.364897248815
2010,MS,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,1076.1448388784315
2010,MS,ES,other,Other,565.7456385551366
2010,MS,GO,neighboring_state,Neighboring-state circulation,4571.743850110297
2010,MS,MA,other,Other,396.71817234769657
2010,MS,MG,neighboring_state,Neighboring-state circulation,3528.4846630249476
2010,MS,MS,local,Local / within-state,215628.23691971012
2010,MS,MT,neighboring_state,Neighboring-state circulation,13410.175576110196
2010,MS,PA,other,Other,854.7558190316291
2010,MS,PB,other,Other,824.9958782922423
2010,MS,PE,other,Other,489.7723573540901
2010,MS,PI,other,Other,283.0866459992144
2010,MS,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,14651.420385161322
2010,MS,RJ,other,Other,3340.5109485603393
2010,MS,RN,other,Other,640.1898907758053
2010,MS,RO,other,Other,2209.524668197139
2010,MS,RR,other,Other,358.31780367055853
2010,MS,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,2886.5267421255685
2010,MS,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,4093.188700364114
2010,MS,SE,other,Other,215.16857041155149
2010,MS,SP,neighboring_state,Neighboring-state circulation,23327.410712460955
2010,MS,TO,other,Other,472.4044811401463
2010,MT,AC,other,Other,756.1206728582607
2010,MT,AL,other,Other,765.1028006978572
2010,MT,AM,neighboring_state,Neighboring-state circulation,1608.4590615183051
2010,MT,AP,other,Other,232.4095608541443
2010,MT,BA,other,Other,2198.642490695232
2010,MT,CE,other,Other,691.3644687584599
2010,MT,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,2131.509379382302
2010,MT,ES,other,Other,840.070187157048
2010,MT,GO,neighboring_state,Neighboring-state circulation,20695.513681917448
2010,MT,MA,other,Other,2179.0309380765298
2010,MT,MG,other,Other,4733.247225790212
2010,MT,MS,neighboring_state,Neighboring-state circulation,13776.584676214025
2010,MT,MT,local,Local / within-state,320253.2640317802
2010,MT,PA,neighboring_state,Neighboring-state circulation,8294.733605229872
2010,MT,PB,other,Other,321.4965906187966
2010,MT,PE,other,Other,837.5337635750293
2010,MT,PI,other,Other,835.1172703168573
2010,MT,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,15956.687006245467
2010,MT,RJ,other,Other,1728.20211672388
2010,MT,RN,other,Other,421.871816650425
2010,MT,RO,neighboring_state,Neighboring-state circulation,13876.34187826466
2010,MT,RR,other,Other,323.91340942088857
2010,MT,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,3779.9801036882773
2010,MT,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,6170.751317533033
2010,MT,SE,other,Other,379.2325888898221
2010,MT,SP,other,Other,15133.99949901159
2010,MT,TO,neighboring_state,Neighboring-state circulation,2921.462707717801
2010,PA,AC,other,Other,440.02671926934755
2010,PA,AL,other,Other,340.76866970874596
2010,PA,AM,neighboring_state,Neighboring-state circulation,27503.77154697512
2010,PA,AP,neighboring_state,Neighboring-state circulation,28449.96868217212
2010,PA,BA,other,Other,4170.501226051121
2010,PA,CE,other,Other,6478.344240371816
2010,PA,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,4401.445603681817
2010,PA,ES,other,Other,1687.9517730223715
2010,PA,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,21585.254986334654
2010,PA,MA,neighboring_state,Neighboring-state circulation,29091.351128543258
2010,PA,MG,other,Other,5142.705541083977
2010,PA,MS,other,Other,1285.2475029969632
2010,PA,MT,neighboring_state,Neighboring-state circulation,8737.501089786148
2010,PA,PA,local,Local / within-state,565372.6777807102
2010,PA,PB,other,Other,1105.3512517064682
2010,PA,PE,other,Other,2322.792205463854
2010,PA,PI,other,Other,3105.2705847211155
2010,PA,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,3649.800520446268
2010,PA,RJ,other,Other,7137.408003457432
2010,PA,RN,other,Other,1055.5973253086704
2010,PA,RO,other,Other,2869.4233042275123
2010,PA,RR,neighboring_state,Neighboring-state circulation,6607.441691424083
2010,PA,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,1659.8820314955474
2010,PA,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,2577.1758700335567
2010,PA,SE,other,Other,471.2673159364944
2010,PA,SP,other,Other,12379.217086966406
2010,PA,TO,neighboring_state,Neighboring-state circulation,17578.45498005691
2010,PB,AC,other,Other,71.3260612578315
2010,PB,AL,other,Other,912.6554574815284
2010,PB,AM,other,Other,249.42060170847427
2010,PB,AP,other,Other,144.3785343358519
2010,PB,BA,other,Other,4081.136417753086
2010,PB,CE,neighboring_state,Neighboring-state circulation,4533.611864752105
2010,PB,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,3355.6145750581195
2010,PB,ES,northeast_to_southeast,Northeast -> Southeast,544.7150578818521
2010,PB,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,4590.925499644641
2010,PB,MA,other,Other,1288.0320699636873
2010,PB,MG,northeast_to_southeast,Northeast -> Southeast,3417.1271449159435
2010,PB,MS,other,Other,566.13606780289
2010,PB,MT,other,Other,1603.5111667632468
2010,PB,PA,other,Other,965.1851815803032
2010,PB,PB,local,Local / within-state,195662.02520467344
2010,PB,PE,neighboring_state,Neighboring-state circulation,17483.284764242693
2010,PB,PI,other,Other,646.3062540404864
2010,PB,PR,other,Other,1452.7376517290459
2010,PB,RJ,northeast_to_southeast,Northeast -> Southeast,24171.53936192825
2010,PB,RN,neighboring_state,Neighboring-state circulation,12535.6982852133
2010,PB,RO,other,Other,824.5314434996411
2010,PB,RR,other,Other,368.08359232692595
2010,PB,RS,other,Other,895.6256574644156
2010,PB,SC,other,Other,1526.5851114941495
2010,PB,SE,other,Other,776.5875744052313
2010,PB,SP,northeast_to_southeast,Northeast -> Southeast,38130.31563733211
2010,PB,TO,other,Other,385.8518677077542
2010,PE,AC,other,Other,168.7253795887408
2010,PE,AL,neighboring_state,Neighboring-state circulation,15777.058509901985
2010,PE,AM,other,Other,1880.7937094225247
2010,PE,AP,other,Other,181.5171607276238
2010,PE,BA,neighboring_state,Neighboring-state circulation,17872.482053268774
2010,PE,CE,neighboring_state,Neighboring-state circulation,10123.565969183828
2010,PE,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,3566.9304793041124
2010,PE,ES,northeast_to_southeast,Northeast -> Southeast,1301.0364706362252
2010,PE,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,5718.864384987718
2010,PE,MA,other,Other,2674.179267886906
2010,PE,MG,northeast_to_southeast,Northeast -> Southeast,7754.955426195011
2010,PE,MS,other,Other,2319.166931693067
2010,PE,MT,other,Other,3767.0902533138046
2010,PE,PA,other,Other,2799.7067378257384
2010,PE,PB,neighboring_state,Neighboring-state circulation,22024.5085788294
2010,PE,PE,local,Local / within-state,530205.9337737904
2010,PE,PI,neighboring_state,Neighboring-state circulation,2971.5416506508855
2010,PE,PR,other,Other,2945.1155179748957
2010,PE,RJ,northeast_to_southeast,Northeast -> Southeast,14716.868185737974
2010,PE,RN,other,Other,7024.045189407607
2010,PE,RO,other,Other,804.6992311617979
2010,PE,RR,other,Other,671.5216208693961
2010,PE,RS,other,Other,1232.4175222720303
2010,PE,SC,other,Other,3488.5440667827083
2010,PE,SE,other,Other,3111.124532269385
2010,PE,SP,northeast_to_southeast,Northeast -> Southeast,87462.3084362277
2010,PE,TO,other,Other,1225.2746324036998
2010,PI,AC,other,Other,96.49076353613158
2010,PI,AL,other,Other,242.86250493435287
2010,PI,AM,other,Other,1196.3063708040356
2010,PI,AP,other,Other,337.283710209418
2010,PI,BA,neighboring_state,Neighboring-state circulation,3468.1516549717517
2010,PI,CE,neighboring_state,Neighboring-state circulation,7763.141088411605
2010,PI,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,18316.642456394235
2010,PI,ES,northeast_to_southeast,Northeast -> Southeast,574.644207359931
2010,PI,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,14754.023841837497
2010,PI,MA,neighboring_state,Neighboring-state circulation,16493.006796513542
2010,PI,MG,northeast_to_southeast,Northeast -> Southeast,3882.1705821442006
2010,PI,MS,other,Other,779.7321352556978
2010,PI,MT,other,Other,2296.726783001304
2010,PI,PA,other,Other,4225.269886809926
2010,PI,PB,other,Other,752.1654640426543
2010,PI,PE,neighboring_state,Neighboring-state circulation,4265.068384185423
2010,PI,PI,local,Local / within-state,135600.59405670574
2010,PI,PR,other,Other,960.3405750887196
2010,PI,RJ,northeast_to_southeast,Northeast -> Southeast,4414.489881272092
2010,PI,RN,other,Other,822.4232648583296
2010,PI,RO,other,Other,357.1263863250495
2010,PI,RR,other,Other,340.9876849082953
2010,PI,RS,other,Other,707.8743102156684
2010,PI,SC,other,Other,743.832390319755
2010,PI,SE,other,Other,217.90028319272005
2010,PI,SP,northeast_to_southeast,Northeast -> Southeast,53569.875784289994
2010,PI,TO,neighboring_state,Neighboring-state circulation,2458.603101219887
2010,PR,AC,south_to_agri_frontier,South -> agricultural frontier,438.7610410379338
2010,PR,AL,other,Other,391.7039721089909
2010,PR,AM,south_to_agri_frontier,South -> agricultural frontier,1528.810412970362
2010,PR,AP,south_to_agri_frontier,South -> agricultural frontier,196.75603770219294
2010,PR,BA,other,Other,4660.7554053861295
2010,PR,CE,other,Other,1403.2870110584956
2010,PR,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,2740.556854202157
2010,PR,ES,other,Other,1299.1390601430949
2010,PR,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,4753.371047599173
2010,PR,MA,other,Other,1177.8646932560732
2010,PR,MG,other,Other,9407.150327065212
2010,PR,MS,south_to_agri_frontier,South -> agricultural frontier,14559.628833513158
2010,PR,MT,south_to_agri_frontier,South -> agricultural frontier,17994.76059401975
2010,PR,PA,south_to_agri_frontier,South -> agricultural frontier,2142.0326990664025
2010,PR,PB,other,Other,741.6306025509892
2010,PR,PE,other,Other,1141.5795467807002
2010,PR,PI,other,Other,318.33815777246724
2010,PR,PR,local,Local / within-state,844692.1931042087
2010,PR,RJ,other,Other,5086.470905155985
2010,PR,RN,other,Other,608.4672351151338
2010,PR,RO,south_to_agri_frontier,South -> agricultural frontier,5121.008836944869
2010,PR,RR,south_to_agri_frontier,South -> agricultural frontier,489.293432654545
2010,PR,RS,other,Other,16996.513539769494
2010,PR,SC,neighboring_state,Neighboring-state circulation,118199.60277523313
2010,PR,SE,other,Other,396.6049849730791
2010,PR,SP,neighboring_state,Neighboring-state circulation,80398.13916817734
2010,PR,TO,south_to_agri_frontier,South -> agricultural frontier,1500.4366713704392
2010,RJ,AC,other,Other,412.0378498073708
2010,RJ,AL,return_southeast_to_northeast,Return: Southeast -> Northeast,2329.168517596357
2010,RJ,AM,other,Other,5490.665542401149
2010,RJ,AP,other,Other,394.8204136629902
2010,RJ,BA,return_southeast_to_northeast,Return: Southeast -> Northeast,13890.968942290772
2010,RJ,CE,return_southeast_to_northeast,Return: Southeast -> Northeast,12264.297062979316
2010,RJ,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,12251.598811677974
2010,RJ,ES,neighboring_state,Neighboring-state circulation,22977.07936903003
2010,RJ,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,4624.527330083113
2010,RJ,MA,return_southeast_to_northeast,Return: Southeast -> Northeast,3961.4431451785686
2010,RJ,MG,neighboring_state,Neighboring-state circulation,45486.855634054366
2010,RJ,MS,other,Other,4430.535074260997
2010,RJ,MT,other,Other,1476.8901597343358
2010,RJ,PA,other,Other,4526.831684290605
2010,RJ,PB,return_southeast_to_northeast,Return: Southeast -> Northeast,16538.20394213358
2010,RJ,PE,return_southeast_to_northeast,Return: Southeast -> Northeast,9802.153644368866
2010,RJ,PI,return_southeast_to_northeast,Return: Southeast -> Northeast,2057.2067413820046
2010,RJ,PR,other,Other,7915.485179220541
2010,RJ,RJ,local,Local / within-state,786940.1252825402
2010,RJ,RN,return_southeast_to_northeast,Return: Southeast -> Northeast,9118.157243840731
2010,RJ,RO,other,Other,1093.7506854746935
2010,RJ,RR,other,Other,568.2515028884727
2010,RJ,RS,other,Other,8407.719366971882
2010,RJ,SC,other,Other,6941.049097797983
2010,RJ,SE,return_southeast_to_northeast,Return: Southeast -> Northeast,3081.492770565771
2010,RJ,SP,neighboring_state,Neighboring-state circulation,46378.92184934152
2010,RJ,TO,other,Other,888.3890945112967
2010,RN,AC,other,Other,57.4459219936826
2010,RN,AL,other,Other,665.618137415398
2010,RN,AM,other,Other,689.2244220818857
2010,RN,AP,other,Other,249.38206031059158
2010,RN,BA,other,Other,1714.6406330867358
2010,RN,CE,neighboring_state,Neighboring-state circulation,5300.075052760454
2010,RN,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,2790.16704338226
2010,RN,ES,northeast_to_southeast,Northeast -> Southeast,485.27529395364434
2010,RN,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,3131.858695388849
2010,RN,MA,other,Other,390.9346962489648
2010,RN,MG,northeast_to_southeast,Northeast -> Southeast,2371.4524467304454
2010,RN,MS,other,Other,564.3256680717844
2010,RN,MT,other,Other,335.0678572964298
2010,RN,PA,other,Other,820.4511397383849
2010,RN,PB,neighboring_state,Neighboring-state circulation,9330.729390523833
2010,RN,PE,other,Other,3343.078947635813
2010,RN,PI,other,Other,447.6709179606413
2010,RN,PR,other,Other,519.2789427096886
2010,RN,RJ,northeast_to_southeast,Northeast -> Southeast,5685.304658791876
2010,RN,RN,local,Local / within-state,231991.1258348176
2010,RN,RO,other,Other,447.90070299418306
2010,RN,RR,other,Other,355.0789747036852
2010,RN,RS,other,Other,904.0597461459104
2010,RN,SC,other,Other,791.2631390708538
2010,RN,SE,other,Other,307.4254620732266
2010,RN,SP,northeast_to_southeast,Northeast -> Southeast,11927.077590879346
2010,RN,TO,other,Other,392.3111494556162
2010,RO,AC,neighboring_state,Neighboring-state circulation,3387.274181997159
2010,RO,AL,other,Other,183.98177068200832
2010,RO,AM,neighboring_state,Neighboring-state circulation,6685.892389276757
2010,RO,AP,other,Other,73.4865673168162
2010,RO,BA,other,Other,1014.0523489778078
2010,RO,CE,other,Other,884.127266745
2010,RO,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,913.2042327379766
2010,RO,ES,other,Other,2397.423287717162
2010,RO,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,2401.0363737520543
2010,RO,MA,other,Other,531.1812054867386
2010,RO,MG,other,Other,1840.1677876060587
2010,RO,MS,other,Other,2351.2075491247783
2010,RO,MT,neighboring_state,Neighboring-state circulation,13785.86449089685
2010,RO,PA,other,Other,1316.2491368680319
2010,RO,PB,other,Other,431.6177497689564
2010,RO,PE,other,Other,693.8528355553044
2010,RO,PI,other,Other,177.60824256164057
2010,RO,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,6018.473629718874
2010,RO,RJ,other,Other,841.3800956940697
2010,RO,RN,other,Other,251.06857180338878
2010,RO,RO,local,Local / within-state,164070.46281403338
2010,RO,RR,other,Other,748.3284968965663
2010,RO,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,656.3846077121486
2010,RO,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,1371.7295662571207
2010,RO,SE,other,Other,122.457882007988
2010,RO,SP,other,Other,4189.3875825627065
2010,RO,TO,other,Other,375.2860965766016
2010,RR,AC,other,Other,28.0646496504062
2010,RR,AL,other,Other,80.03352971360212
2010,RR,AM,neighboring_state,Neighboring-state circulation,3012.2516072802564
2010,RR,AP,other,Other,41.8534306271593
2010,RR,BA,other,Other,130.0227634639855
2010,RR,CE,other,Other,611.5887449121594
2010,RR,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,285.0015631464155
2010,RR,ES,other,Other,100.6494941256898
2010,RR,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,399.5142511390641
2010,RR,MA,other,Other,1476.4986439584802
2010,RR,MG,other,Other,412.1618289577548
2010,RR,MS,other,Other,171.21357699642712
2010,RR,MT,other,Other,188.87245853784623
2010,RR,PA,neighboring_state,Neighboring-state circulation,1110.2611656615793
2010,RR,PB,other,Other,240.89460778086143
2010,RR,PE,other,Other,270.5588184331499
2010,RR,PI,other,Other,91.6806233127689
2010,RR,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,187.95209512705262
2010,RR,RJ,other,Other,350.50218591193845
2010,RR,RN,other,Other,248.53381658878078
2010,RR,RO,other,Other,685.3385959436449
2010,RR,RR,local,Local / within-state,27504.767050529794
2010,RR,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,303.6972548002251
2010,RR,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,126.5695707455314
2010,RR,SP,other,Other,512.6557470498069
2010,RR,TO,other,Other,137.80874772185823
2010,RS,AC,south_to_agri_frontier,South -> agricultural frontier,230.9440630085815
2010,RS,AL,other,Other,466.8001061551752
2010,RS,AM,south_to_agri_frontier,South -> agricultural frontier,1523.0703712311267
2010,RS,AP,south_to_agri_frontier,South -> agricultural frontier,91.21339399559089
2010,RS,BA,other,Other,3442.6854706901786
2010,RS,CE,other,Other,1794.026329504986
2010,RS,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,4095.270168156409
2010,RS,ES,other,Other,922.4063462263114
2010,RS,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,3031.004541274903
2010,RS,MA,other,Other,764.4332558166877
2010,RS,MG,other,Other,3684.2418086104735
2010,RS,MS,south_to_agri_frontier,South -> agricultural frontier,3842.7665778748606
2010,RS,MT,south_to_agri_frontier,South -> agricultural frontier,5949.205785703889
2010,RS,PA,south_to_agri_frontier,South -> agricultural frontier,1536.6231952094897
2010,RS,PB,other,Other,887.7731833336882
2010,RS,PE,other,Other,1750.7053977496716
2010,RS,PI,other,Other,725.1091194388325
2010,RS,PR,other,Other,21853.49105911882
2010,RS,RJ,other,Other,7544.815433435836
2010,RS,RN,other,Other,762.8665355951136
2010,RS,RO,south_to_agri_frontier,South -> agricultural frontier,1446.0708393134184
2010,RS,RR,south_to_agri_frontier,South -> agricultural frontier,373.1561479203222
2010,RS,RS,local,Local / within-state,896148.2277355837
2010,RS,SC,neighboring_state,Neighboring-state circulation,91953.32533143822
2010,RS,SE,other,Other,521.1559150611745
2010,RS,SP,other,Other,17425.3311103046
2010,RS,TO,south_to_agri_frontier,South -> agricultural frontier,644.9255499312206
2010,SC,AC,south_to_agri_frontier,South -> agricultural frontier,111.59683726437581
2010,SC,AL,other,Other,394.75024543541554
2010,SC,AM,south_to_agri_frontier,South -> agricultural frontier,480.13845532118216
2010,SC,AP,south_to_agri_frontier,South -> agricultural frontier,105.10478919791892
2010,SC,BA,other,Other,1541.041737054168
2010,SC,CE,other,Other,725.8979956585922
2010,SC,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,2525.5712949905214
2010,SC,ES,other,Other,538.9969073059405
2010,SC,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,2480.12173356131
2010,SC,MA,other,Other,488.72611912927835
2010,SC,MG,other,Other,3081.0402996518696
2010,SC,MS,south_to_agri_frontier,South -> agricultural frontier,2881.259484037717
2010,SC,MT,south_to_agri_frontier,South -> agricultural frontier,4078.989724526741
2010,SC,PA,south_to_agri_frontier,South -> agricultural frontier,667.2532969444921
2010,SC,PB,other,Other,514.5385109741251
2010,SC,PE,other,Other,1053.0218507544946
2010,SC,PI,other,Other,251.25180630724796
2010,SC,PR,neighboring_state,Neighboring-state circulation,50047.45302327487
2010,SC,RJ,other,Other,3703.462916021219
2010,SC,RN,other,Other,599.010154885598
2010,SC,RO,south_to_agri_frontier,South -> agricultural frontier,1878.1335516664074
2010,SC,RR,south_to_agri_frontier,South -> agricultural frontier,226.22282414581886
2010,SC,RS,neighboring_state,Neighboring-state circulation,31902.40025356704
2010,SC,SC,local,Local / within-state,543454.832484896
2010,SC,SE,other,Other,104.55960371815162
2010,SC,SP,other,Other,18132.14355627704
2010,SC,TO,south_to_agri_frontier,South -> agricultural frontier,375.7601399525936
2010,SE,AC,other,Other,7.3198271877326
2010,SE,AL,neighboring_state,Neighboring-state circulation,4574.825940033395
2010,SE,AM,other,Other,129.1127338144267
2010,SE,AP,other,Other,36.314753338810405
2010,SE,BA,neighboring_state,Neighboring-state circulation,11525.556617533972
2010,SE,CE,other,Other,471.4802704586575
2010,SE,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,1162.6098471382816
2010,SE,ES,northeast_to_southeast,Northeast -> Southeast,795.0122650992162
2010,SE,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,816.8139605420522
2010,SE,MA,other,Other,304.62633836251655
2010,SE,MG,northeast_to_southeast,Northeast -> Southeast,2022.5248908590156
2010,SE,MS,other,Other,256.23251320885254
2010,SE,MT,other,Other,439.16153773808554
2010,SE,PA,other,Other,483.40613780438855
2010,SE,PB,other,Other,447.7433224388236
2010,SE,PE,other,Other,1249.4333992289337
2010,SE,PI,other,Other,230.90437795277757
2010,SE,PR,other,Other,673.3033129553752
2010,SE,RJ,northeast_to_southeast,Northeast -> Southeast,2754.132444650354
2010,SE,RN,other,Other,413.31556810278346
2010,SE,RO,other,Other,215.9455718375343
2010,SE,RR,other,Other,42.166328660979
2010,SE,RS,other,Other,320.8037610624908
2010,SE,SC,other,Other,766.2947886955719
2010,SE,SE,local,Local / within-state,129011.61233248183
2010,SE,SP,northeast_to_southeast,Northeast -> Southeast,14764.94477880748
2010,SE,TO,other,Other,240.12143098249092
2010,SP,AC,other,Other,991.5218507799385
2010,SP,AL,return_southeast_to_northeast,Return: Southeast -> Northeast,17266.444561279743
2010,SP,AM,other,Other,2864.3781698221733
2010,SP,AP,other,Other,563.2826017234429
2010,SP,BA,return_southeast_to_northeast,Return: Southeast -> Northeast,89694.89663123403
2010,SP,CE,return_southeast_to_northeast,Return: Southeast -> Northeast,32772.954642075245
2010,SP,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,13245.340346673902
2010,SP,ES,other,Other,10902.128991792586
2010,SP,GO,brasilia_go_inflow,Long-distance inflow to DF/GO,25035.27244884776
2010,SP,MA,return_southeast_to_northeast,Return: Southeast -> Northeast,10757.535886144651
2010,SP,MG,neighboring_state,Neighboring-state circulation,145402.23750628825
2010,SP,MS,neighboring_state,Neighboring-state circulation,33457.21000576253
2010,SP,MT,other,Other,16261.094766004966
2010,SP,PA,other,Other,7142.169855809085
2010,SP,PB,return_southeast_to_northeast,Return: Southeast -> Northeast,23652.491919405405
2010,SP,PE,return_southeast_to_northeast,Return: Southeast -> Northeast,47976.677627754856
2010,SP,PI,return_southeast_to_northeast,Return: Southeast -> Northeast,17554.999799871737
2010,SP,PR,neighboring_state,Neighboring-state circulation,112682.59736627794
2010,SP,RJ,neighboring_state,Neighboring-state circulation,41101.18447913368
2010,SP,RN,return_southeast_to_northeast,Return: Southeast -> Northeast,13420.78090064487
2010,SP,RO,other,Other,5935.887504215941
2010,SP,RR,other,Other,868.1428766974984
2010,SP,RS,other,Other,14531.949257550918
2010,SP,SC,other,Other,36554.15746779385
2010,SP,SE,return_southeast_to_northeast,Return: Southeast -> Northeast,10672.475253445644
2010,SP,SP,local,Local / within-state,2670247.0373733393
2010,SP,TO,other,Other,4210.612867894075
2010,TO,AC,other,Other,105.0457588659279
2010,TO,AL,other,Other,137.8984469118817
2010,TO,AM,other,Other,178.28016869734995
2010,TO,AP,other,Other,141.4310829676948
2010,TO,BA,neighboring_state,Neighboring-state circulation,1329.5934923377363
2010,TO,CE,other,Other,621.5494707401676
2010,TO,DF,brasilia_go_inflow,Long-distance inflow to DF/GO,4564.286133109897
2010,TO,ES,other,Other,231.94211411050787
2010,TO,GO,neighboring_state,Neighboring-state circulation,31176.1958112438
2010,TO,MA,neighboring_state,Neighboring-state circulation,6966.312356640231
2010,TO,MG,other,Other,3101.6907509555826
2010,TO,MS,other,Other,753.4472707137181
2010,TO,MT,neighboring_state,Neighboring-state circulation,2464.7157804874987
2010,TO,PA,neighboring_state,Neighboring-state circulation,15919.671175387444
2010,TO,PB,other,Other,260.23013744943427
2010,TO,PE,other,Other,626.326961041423
2010,TO,PI,neighboring_state,Neighboring-state circulation,987.7294203513146
2010,TO,PR,return_agri_frontier_to_south,Return: agricultural frontier -> South,899.7659801259574
2010,TO,RJ,other,Other,547.3008919275652
2010,TO,RN,other,Other,124.70545543964377
2010,TO,RO,other,Other,1109.317919424188
2010,TO,RR,other,Other,341.8967326389056
2010,TO,RS,return_agri_frontier_to_south,Return: agricultural frontier -> South,468.23430875119305
2010,TO,SC,return_agri_frontier_to_south,Return: agricultural frontier -> South,520.5449611813245
2010,TO,SE,other,Other,124.13987406162047
2010,TO,SP,other,Other,3349.6266400166487
2010,TO,TO,local,Local / within-state,127657.09938264634
