state,period,group,dimension,category,weighted_population,valid_dimension_population,percent
PB,1991,stayer,age,35-44,284940.5684152015,2564502.050538594,11.110951085235381
PB,1991,stayer,age,45-54,216634.3568321999,2564502.050538594,8.447423810275472
PB,1991,stayer,age,55-64,161199.2641620003,2564502.050538594,6.285791977750433
PB,1991,stayer,age,65+,197572.59607370087,2564502.050538594,7.704130945506824
PE,1991,immigrant,age,5-14,50348.46378610001,171671.17706659998,29.32843162516867
PE,1991,immigrant,age,15-24,41110.3784525,171671.17706659998,23.94716408133626
PE,1991,immigrant,age,25-34,38310.61038330001,171671.17706659998,22.316274075779987
PE,1991,immigrant,age,35-44,23087.591773399992,171671.17706659998,13.448729232189711
PE,1991,immigrant,age,45-54,9608.188621599995,171671.17706659998,5.596856027772495
PE,1991,immigrant,age,55-64,5171.1164878,171671.17706659998,3.012221723040823
PE,1991,immigrant,age,65+,4034.8275618999987,171671.17706659998,2.3503232347120706
PE,1991,emigrant,age,5-14,72753.440929,317231.5087415,22.933863416538504
PE,1991,emigrant,age,15-24,112176.46899810001,317231.5087415,35.361074138921175
PE,1991,emigrant,age,25-34,73075.95712140002,317231.5087415,23.035529292566856
PE,1991,emigrant,age,35-44,30040.116939899992,317231.5087415,9.469461926740244
PE,1991,emigrant,age,45-54,14533.585446899999,317231.5087415,4.581381434825527
PE,1991,emigrant,age,55-64,8180.9731419,317231.5087415,2.5788652502883522
PE,1991,emigrant,age,65+,6470.966164299999,317231.5087415,2.039824540119357
PE,1991,stayer,age,5-14,1615520.0062260765,5689588.974733159,28.394318348837214
PE,1991,stayer,age,15-24,1307436.0985283975,5689588.974733159,22.97944727351269
PE,1991,stayer,age,25-34,898281.8456273922,5689588.974733159,15.788167644737845
PE,1991,stayer,age,35-44,670478.3519586907,5689588.974733159,11.7843020811558
PE,1991,stayer,age,45-54,492534.8550921988,5689588.974733159,8.656773930058781
PE,1991,stayer,age,55-64,343620.6862548011,5689588.974733159,6.039464147248297
PE,1991,stayer,age,65+,361717.1310456018,5689588.974733159,6.357526574449366
PI,1991,immigrant,age,5-14,22183.908533299884,72949.67564409983,30.409879601834962
PI,1991,immigrant,age,15-24,19177.00217269997,72949.67564409983,26.287988265032137
PI,1991,immigrant,age,25-34,16579.68375959996,72949.67564409983,22.72756336914697
PI,1991,immigrant,age,35-44,8512.833281500005,72949.67564409983,11.66946008510255
PI,1991,immigrant,age,45-54,3478.231795800002,72949.67564409983,4.767988020631209
PI,1991,immigrant,age,55-64,1886.630223100001,72949.67564409983,2.5862078294964865
PI,1991,immigrant,age,65+,1131.3858781,72949.67564409983,1.5509128287556773
PI,1991,emigrant,age,5-14,27429.469500200008,139447.3437503,19.67012691852798
PI,1991,emigrant,age,15-24,59681.85935310001,139447.3437503,42.79884990851366
PI,1991,emigrant,age,25-34,33348.368142700005,139447.3437503,23.914667175313806
PI,1991,emigrant,age,35-44,10593.157674100004,139447.3437503,7.596528832466352
PI,1991,emigrant,age,45-54,4446.2006614,139447.3437503,3.1884441408662076
PI,1991,emigrant,age,55-64,2065.768054,139447.3437503,1.481396488770017
PI,1991,emigrant,age,65+,1882.5203648000006,139447.3437503,1.349986535541987
PI,1991,stayer,age,5-14,662454.6619082042,2060367.9020931085,32.15225112152168
PI,1991,stayer,age,15-24,470157.64397570613,2060367.9020931085,22.819111261541074
PI,1991,stayer,age,25-34,309732.06000069657,2060367.9020931085,15.03285212733331
PI,1991,stayer,age,35-44,228698.35885660045,2060367.9020931085,11.099879716834451
PI,1991,stayer,age,45-54,163123.91310079978,2060367.9020931085,7.917222595784166
PI,1991,stayer,age,55-64,114544.27531050074,2060367.9020931085,5.559408841214052
PI,1991,stayer,age,65+,111656.98894060084,2060367.9020931085,5.4192743357712745
PR,1991,immigrant,age,5-14,70357.493376,269069.4993712999,26.148446234298316
PR,1991,immigrant,age,15-24,60663.32188389992,269069.4993712999,22.545595850010532
PR,1991,immigrant,age,25-34,66996.15934609999,269069.4993712999,24.899202437526846
PR,1991,immigrant,age,35-44,38205.87773030006,269069.4993712999,14.19925997542301
PR,1991,immigrant,age,45-54,16273.801759400007,269069.4993712999,6.048177811838542
PR,1991,immigrant,age,55-64,8905.303564000002,269069.4993712999,3.3096666789836373
PR,1991,immigrant,age,65+,7667.541711600001,269069.4993712999,2.8496510119191356
PR,1991,emigrant,age,5-14,115256.89456040003,475171.11631050013,24.255871328063954
PR,1991,emigrant,age,15-24,142766.21788190008,475171.11631050013,30.04522223287024
PR,1991,emigrant,age,25-34,107531.97877279998,475171.11631050013,22.630158922061526
PR,1991,emigrant,age,35-44,54544.9210495,475171.11631050013,11.479006020613776
PR,1991,emigrant,age,45-54,28973.172672399996,475171.11631050013,6.097418735668163
PR,1991,emigrant,age,55-64,16378.541699099998,475171.11631050013,3.446872323863527
PR,1991,emigrant,age,65+,9719.3896744,475171.11631050013,2.045450436858808
PR,1991,stayer,age,5-14,1623015.2182024056,6484376.12407209,25.029627941803856
PR,1991,stayer,age,15-24,1427082.3347798928,6484376.12407209,22.00801291402737
PR,1991,stayer,age,25-34,1174543.5863274934,6484376.12407209,18.113440119045684
PR,1991,stayer,age,35-44,893369.185666598,6484376.12407209,13.777257342462358
PR,1991,stayer,age,45-54,607000.9984811002,6484376.12407209,9.36097763095076
PR,1991,stayer,age,55-64,421865.9913273996,6484376.12407209,6.5058840396579924
PR,1991,stayer,age,65+,337498.80928720016,6484376.12407209,5.204800012051984
RJ,1991,immigrant,age,5-14,47801.62514960002,253397.07776839973,18.86431586763989
RJ,1991,immigrant,age,15-24,89091.94678089992,253397.07776839973,35.15902691755913
RJ,1991,immigrant,age,25-34,62930.017033499855,253397.07776839973,24.834547259860955
RJ,1991,immigrant,age,35-44,28642.052848399977,253397.07776839973,11.303229342912267
RJ,1991,immigrant,age,45-54,12148.4842257,253397.07776839973,4.794247957667251
RJ,1991,immigrant,age,55-64,6964.886044699993,253397.07776839973,2.7486055111755356
RJ,1991,immigrant,age,65+,5818.0656856,253397.07776839973,2.2960271431849755
RJ,1991,emigrant,age,5-14,69985.36676230001,295066.384371,23.71851572028087
RJ,1991,emigrant,age,15-24,56466.32315290001,295066.384371,19.13682010008379
RJ,1991,emigrant,age,25-34,78046.99412109998,295066.384371,26.4506559388236
RJ,1991,emigrant,age,35-44,48448.29609509999,295066.384371,16.419456319423972
RJ,1991,emigrant,age,45-54,20352.2777387,295066.384371,6.897525037318443
RJ,1991,emigrant,age,55-64,11873.014952499998,295066.384371,4.023845338332926
RJ,1991,emigrant,age,65+,9894.111548399998,295066.384371,3.353181545736398
RJ,1991,stayer,age,5-14,2338513.4065082,10967932.110021811,21.321370182182406
RJ,1991,stayer,age,15-24,2123181.729210593,10967932.110021811,19.358085990253002
RJ,1991,stayer,age,25-34,2074297.0789623098,10967932.110021811,18.91238073097614
RJ,1991,stayer,age,35-44,1692764.3394430047,10967932.110021811,15.433760187996263
RJ,1991,stayer,age,45-54,1135268.6421569998,10967932.110021811,10.350799319040846
RJ,1991,stayer,age,55-64,868685.7593580023,10967932.110021811,7.920232826425426
RJ,1991,stayer,age,65+,735221.1543827027,10967932.110021811,6.703370763125927
RN,1991,immigrant,age,5-14,21134.309047600003,75570.0187674,27.96652613339973
RN,1991,immigrant,age,15-24,17358.3878002,75570.0187674,22.96993977681556
RN,1991,immigrant,age,25-34,17413.036443100016,75570.0187674,23.042255020071252
RN,1991,immigrant,age,35-44,10294.787261499985,75570.0187674,13.622845977035846
RN,1991,immigrant,age,45-54,4623.720815799999,75570.0187674,6.11845926627534
RN,1991,immigrant,age,55-64,2404.2123312999997,75570.0187674,3.1814367265145473
RN,1991,immigrant,age,65+,2341.5650679000005,75570.0187674,3.098537099887718
RN,1991,emigrant,age,5-14,16399.2293886,76443.7202758,21.45268352905052
RN,1991,emigrant,age,15-24,27230.028156500004,76443.7202758,35.62101381023483
RN,1991,emigrant,age,25-34,19405.765939100005,76443.7202758,25.385690111740075
RN,1991,emigrant,age,35-44,7172.597422500002,76443.7202758,9.382847141167526
RN,1991,emigrant,age,45-54,3188.3984993999998,76443.7202758,4.170909641624754
RN,1991,emigrant,age,55-64,1588.5180060000002,76443.7202758,2.0780228909174134
RN,1991,emigrant,age,65+,1459.1828637000006,76443.7202758,1.9088328752648867
RN,1991,stayer,age,5-14,534353.664603801,1873113.474572612,28.527565033171545
RN,1991,stayer,age,15-24,417555.9560466108,1873113.474572612,22.29208009631581
RN,1991,stayer,age,25-34,310112.1915142003,1873113.474572612,16.555974623211686
RN,1991,stayer,age,35-44,214857.60840959917,1873113.474572612,11.470613570735388
RN,1991,stayer,age,45-54,154224.76339799992,1873113.474572612,8.233604930592332
RN,1991,stayer,age,55-64,108007.70032509991,1873113.474572612,5.766212340645514
RN,1991,stayer,age,65+,134001.590275301,1873113.474572612,7.153949405327731
RO,1991,immigrant,age,5-14,35324.14671390011,127061.32328430012,27.800864811444015
RO,1991,immigrant,age,15-24,34684.19931679994,127061.32328430012,27.29721241702633
RO,1991,immigrant,age,25-34,28571.706720500053,127061.32328430012,22.486549000100343
RO,1991,immigrant,age,35-44,14449.8001016,127061.32328430012,11.37230411906582
RO,1991,immigrant,age,45-54,7390.328351500001,127061.32328430012,5.816347697689342
RO,1991,immigrant,age,55-64,4206.570952800001,127061.32328430012,3.310662004824068
RO,1991,immigrant,age,65+,2434.571127200001,127061.32328430012,1.9160599498500737
RO,1991,emigrant,age,5-14,28109.565553699995,94453.7579576,29.760134653740607
RO,1991,emigrant,age,15-24,21437.6344904,94453.7579576,22.69643363477744
RO,1991,emigrant,age,25-34,22951.710428899994,94453.7579576,24.299414787925055
RO,1991,emigrant,age,35-44,13094.699958099998,94453.7579576,13.863609284850442
RO,1991,emigrant,age,45-54,4976.4434169000015,94453.7579576,5.2686558211203325
RO,1991,emigrant,age,55-64,2626.2184981,94453.7579576,2.7804277509836095
RO,1991,emigrant,age,65+,1257.4856115,94453.7579576,1.331324066602497
RO,1991,stayer,age,5-14,239352.5017499,761912.5487884987,31.414694787543453
RO,1991,stayer,age,15-24,181536.08461179954,761912.5487884987,23.826367593033645
RO,1991,stayer,age,25-34,137374.46241500016,761912.5487884987,18.03021391804564
RO,1991,stayer,age,35-44,92723.10587089932,761912.5487884987,12.16978326690332
RO,1991,stayer,age,45-54,55169.96272289989,761912.5487884987,7.240983602465203
RO,1991,stayer,age,55-64,34359.30347259999,761912.5487884987,4.509612491254279
RO,1991,stayer,age,65+,21397.127945399996,761912.5487884987,2.808344340754477
RR,1991,immigrant,age,5-14,9031.61670669999,35346.9297014,25.55134712688291
RR,1991,immigrant,age,15-24,8322.029994700006,35346.9297014,23.543855336239833
RR,1991,immigrant,age,25-34,10704.857418300006,35346.9297014,30.2851124800127
RR,1991,immigrant,age,35-44,4082.1255725,35346.9297014,11.54874159363923
RR,1991,immigrant,age,45-54,1908.3597049000005,35346.9297014,5.398940504935611
RR,1991,immigrant,age,55-64,813.1111954999998,35346.9297014,2.3003729103741493
RR,1991,immigrant,age,65+,484.82910880000014,35346.9297014,1.371630047915583
RR,1991,emigrant,age,5-14,2010.4119463999996,6693.609453799998,30.034796028601246
RR,1991,emigrant,age,15-24,1529.9624201999993,6693.609453799998,22.857061362183767
RR,1991,emigrant,age,25-34,1367.4696487999997,6693.609453799998,20.429480659701174
RR,1991,emigrant,age,35-44,1127.703895,6693.609453799998,16.847470752267995
RR,1991,emigrant,age,45-54,326.24447549999996,6693.609453799998,4.873969384556627
RR,1991,emigrant,age,55-64,126.27399730000002,6693.609453799998,1.8864858813702312
RR,1991,emigrant,age,65+,205.5430706,6693.609453799998,3.07073593131897
RR,1991,stayer,age,5-14,45933.83643220021,148852.4215123002,30.858642382518802
RR,1991,stayer,age,15-24,35146.19420210007,148852.4215123002,23.611435974654814
RR,1991,stayer,age,25-34,30291.92088369996,148852.4215123002,20.350304399446287
RR,1991,stayer,age,35-44,18370.22316759997,148852.4215123002,12.341232329957071
RR,1991,stayer,age,45-54,10138.472163500002,148852.4215123002,6.811089843548312
RR,1991,stayer,age,55-64,5037.072067099997,148852.4215123002,3.3839369329196742
RR,1991,stayer,age,65+,3934.702596099997,148852.4215123002,2.6433581369550367
RS,1991,immigrant,age,5-14,27272.432930999992,114295.329364,23.861371311284824
RS,1991,immigrant,age,15-24,29999.83161230001,114295.329364,26.247644395650312
RS,1991,immigrant,age,25-34,28974.7159389,114295.329364,25.350743639421427
RS,1991,immigrant,age,35-44,16328.95465320001,114295.329364,14.286633359440842
RS,1991,immigrant,age,45-54,7106.352833199997,114295.329364,6.217535635746031
RS,1991,immigrant,age,55-64,2638.9591218,114295.329364,2.30889497977264
RS,1991,immigrant,age,65+,1974.0822735999998,114295.329364,1.7271766786839353
RS,1991,emigrant,age,5-14,28720.286008700008,138854.48697570004,20.6837291572192
RS,1991,emigrant,age,15-24,32966.1968791,138854.48697570004,23.74154238520876
RS,1991,emigrant,age,25-34,39541.20820780003,138854.48697570004,28.476723416737595
RS,1991,emigrant,age,35-44,20570.862658100006,138854.48697570004,14.81469062047665
RS,1991,emigrant,age,45-54,8717.676978600002,138854.48697570004,6.278282516088675
RS,1991,emigrant,age,55-64,4926.311081000001,138854.48697570004,3.547822751930314
RS,1991,emigrant,age,65+,3411.9451624000003,138854.48697570004,2.4572091523388084
RS,1991,stayer,age,5-14,1663619.0114562984,7411916.608039401,22.44519332087249
RS,1991,stayer,age,15-24,1379085.3451289935,7411916.608039401,18.606325705731177
RS,1991,stayer,age,25-34,1375899.555795513,7411916.608039401,18.56334371467606
RS,1991,stayer,age,35-44,1130100.669439391,7411916.608039401,15.247077499679603
RS,1991,stayer,age,45-54,778609.5989044001,7411916.608039401,10.504834850136797
RS,1991,stayer,age,55-64,576526.7819404023,7411916.608039401,7.7783765310455255
RS,1991,stayer,age,65+,508075.6453744017,7411916.608039401,6.85484837785834
SC,1991,immigrant,age,5-14,40550.841112700065,170292.93698180013,23.81240339817141
SC,1991,immigrant,age,15-24,45093.65848230001,170292.93698180013,26.480052127540286
SC,1991,immigrant,age,25-34,41705.72165040001,170292.93698180013,24.49057629140383
SC,1991,immigrant,age,35-44,23049.453697100038,170292.93698180013,13.535178913241378
SC,1991,immigrant,age,45-54,10165.390304700011,170292.93698180013,5.969355209245364
SC,1991,immigrant,age,55-64,5836.0400398999955,170292.93698180013,3.4270593621412
SC,1991,immigrant,age,65+,3891.8316947000008,170292.93698180013,2.285374698256532
SC,1991,emigrant,age,5-14,29686.1028621,125002.08704189997,23.74848577700098
SC,1991,emigrant,age,15-24,35599.59776009998,125002.08704189997,28.47920270976532
SC,1991,emigrant,age,25-34,31294.782565799986,125002.08704189997,25.03540805307527
SC,1991,emigrant,age,35-44,15777.9898197,125002.08704189997,12.622181111593209
SC,1991,emigrant,age,45-54,7287.428501200002,125002.08704189997,5.829845463905974
SC,1991,emigrant,age,55-64,2938.0502904000004,125002.08704189997,2.3504009892372304
SC,1991,emigrant,age,65+,2418.135242600001,125002.08704189997,1.9344758954220151
SC,1991,stayer,age,5-14,879907.5717499073,3542838.2622635015,24.836233172770882
SC,1991,stayer,age,15-24,747419.5478864048,3542838.2622635015,21.096631924960704
SC,1991,stayer,age,25-34,685028.160023297,3542838.2622635015,19.335575301866474
SC,1991,stayer,age,35-44,505345.53018479527,3542838.2622635015,14.263861141149937
SC,1991,stayer,age,45-54,319360.01884749666,3542838.2622635015,9.014242119070351
SC,1991,stayer,age,55-64,220966.4661340996,3542838.2622635015,6.236989943563646
SC,1991,stayer,age,65+,184810.9674375004,3542838.2622635015,5.216466396617993
SE,1991,immigrant,age,5-14,16093.182281499992,55977.83282409997,28.749205658014404
SE,1991,immigrant,age,15-24,14822.93777119999,55977.83282409997,26.480013647149118
SE,1991,immigrant,age,25-34,11778.067120499987,55977.83282409997,21.040591473968625
SE,1991,immigrant,age,35-44,7091.7682304000045,55977.83282409997,12.668886722865066
SE,1991,immigrant,age,45-54,3710.458446899998,55977.83282409997,6.628442473933262
SE,1991,immigrant,age,55-64,1489.353652000001,55977.83282409997,2.6606132764732435
SE,1991,immigrant,age,65+,992.0653216000001,55977.83282409997,1.7722467475962898
SE,1991,emigrant,age,5-14,9651.7542757,42212.7079872,22.864570258384425
SE,1991,emigrant,age,15-24,15360.471051699998,42212.7079872,36.38826264440958
SE,1991,emigrant,age,25-34,9639.421796300003,42212.7079872,22.835355171298005
SE,1991,emigrant,age,35-44,4094.4503687,42212.7079872,9.699568125175823
SE,1991,emigrant,age,45-54,1698.8595253000003,42212.7079872,4.024521539378945
SE,1991,emigrant,age,55-64,1042.0359586,42212.7079872,2.4685361548374782
SE,1991,emigrant,age,65+,725.7150108999999,42212.7079872,1.7191861065157337
SE,1991,stayer,age,5-14,349540.26085450157,1150003.1128464013,30.39472301856173
SE,1991,stayer,age,15-24,270664.6942285992,1150003.1128464013,23.535996659928188
SE,1991,stayer,age,25-34,183978.71721130077,1150003.1128464013,15.998106018681156
SE,1991,stayer,age,35-44,129416.30971190007,1150003.1128464013,11.253561687461746
SE,1991,stayer,age,45-54,87905.51610329955,1150003.1128464013,7.643937231241265
SE,1991,stayer,age,55-64,61750.594677099965,1150003.1128464013,5.3696023938804425
SE,1991,stayer,age,65+,66747.02005970004,1150003.1128464013,5.804072990245464
SP,1991,immigrant,age,5-14,277656.6092345999,1392758.6151738998,19.935730873216084
SP,1991,immigrant,age,15-24,531547.0119060004,1392758.6151738998,38.1650492852727
SP,1991,immigrant,age,25-34,337833.39464719937,1392758.6151738998,24.25642110316564
SP,1991,immigrant,age,35-44,130058.80842370004,1392758.6151738998,9.33821604165492
SP,1991,immigrant,age,45-54,61780.27580869997,1392758.6151738998,4.435820761445162
SP,1991,immigrant,age,55-64,31586.4153531,1392758.6151738998,2.267903067263104
SP,1991,immigrant,age,65+,22296.099800600008,1392758.6151738998,1.6008588679823832
SP,1991,emigrant,age,5-14,174281.5476427,647993.0041599001,26.895590928277045
SP,1991,emigrant,age,15-24,124023.22622600001,647993.0041599001,19.13959339527002
SP,1991,emigrant,age,25-34,165201.27788619997,647993.0041599001,25.494299602875735
SP,1991,emigrant,age,35-44,103587.95854450003,647993.0041599001,15.985968656991618
SP,1991,emigrant,age,45-54,41910.49512710001,647993.0041599001,6.46773882712445
SP,1991,emigrant,age,55-64,22251.6559873,647993.0041599001,3.433934601832389
SP,1991,emigrant,age,65+,16736.842746100003,647993.0041599001,2.582873987628728
SP,1991,stayer,age,5-14,5840954.847319,25171830.99743502,23.20433045937019
SP,1991,stayer,age,15-24,4963767.99797283,25171830.99743502,19.71953489787307
SP,1991,stayer,age,25-34,4829311.529425701,25171830.99743502,19.18538039572013
SP,1991,stayer,age,35-44,3822183.217694391,25171830.99743502,15.184367073193314
SP,1991,stayer,age,45-54,2473465.0076253954,25171830.99743502,9.826321366441077
SP,1991,stayer,age,55-64,1765653.4304381963,25171830.99743502,7.014402053700879
SP,1991,stayer,age,65+,1476494.9669594977,25171830.99743502,5.865663753701313
TO,1991,immigrant,age,5-14,24603.48546779999,82325.98312969982,29.885443856818114
TO,1991,immigrant,age,15-24,19492.495796899893,82325.98312969982,23.67720986239617
TO,1991,immigrant,age,25-34,18513.58111189995,82325.98312969982,22.48813850510947
TO,1991,immigrant,age,35-44,10492.37535619998,82325.98312969982,12.74491352222281
TO,1991,immigrant,age,45-54,5251.605954700003,82325.98312969982,6.379038251418634
TO,1991,immigrant,age,55-64,2438.4993888000004,82325.98312969982,2.9620045775320847
TO,1991,immigrant,age,65+,1533.940053399999,82325.98312969982,1.8632514245027176
TO,1991,emigrant,age,5-14,20508.884715200013,71804.66204050001,28.562051728106983
TO,1991,emigrant,age,15-24,23761.76318009999,71804.66204050001,33.09222897908444
TO,1991,emigrant,age,25-34,13253.021578400005,71804.66204050001,18.457048890397807
TO,1991,emigrant,age,35-44,6542.7887273000015,71804.66204050001,9.111927472912093
TO,1991,emigrant,age,45-54,3851.454432000001,71804.66204050001,5.363794386815251
TO,1991,emigrant,age,55-64,2216.1988326,71804.66204050001,3.0864274959611904
TO,1991,emigrant,age,65+,1670.5505748999997,71804.66204050001,2.326521046722229
TO,1991,stayer,age,5-14,213807.92079959868,649940.8776730996,32.8965184595048
TO,1991,stayer,age,15-24,148605.495062301,649940.8776730996,22.86446354848987
TO,1991,stayer,age,25-34,96889.52875500005,649940.8776730996,14.907437289047161
TO,1991,stayer,age,35-44,72441.31022820032,649940.8776730996,11.145830754260711
TO,1991,stayer,age,45-54,52277.86540569977,649940.8776730996,8.043480138203268
TO,1991,stayer,age,55-64,35105.3773412999,649940.8776730996,5.401318573311345
TO,1991,stayer,age,65+,30813.38008099993,649940.8776730996,4.740951237182856
AC,2000,immigrant,age,5-14,3144.416474689996,13634.149201759992,23.062799358863497
AC,2000,immigrant,age,15-24,3818.0337451499986,13634.149201759992,28.003461665632496
AC,2000,immigrant,age,25-34,3112.102554849997,13634.149201759992,22.82579212532209
AC,2000,immigrant,age,35-44,1809.8658416500016,13634.149201759992,13.274505177164786
AC,2000,immigrant,age,45-54,978.0132414899998,13634.149201759992,7.173261983694229
AC,2000,immigrant,age,55-64,405.40250310999994,13634.149201759992,2.9734345510731814
AC,2000,immigrant,age,65+,366.31484082000003,13634.149201759992,2.686745138249723
AC,2000,emigrant,age,5-14,3859.1105328000017,16070.032605730004,24.01432920194561
AC,2000,emigrant,age,15-24,4982.7872238300015,16070.032605730004,31.006702637636938
AC,2000,emigrant,age,25-34,3286.8259372700004,16070.032605730004,20.453137948818068
AC,2000,emigrant,age,35-44,1956.6110035199995,16070.032605730004,12.175526033608303
AC,2000,emigrant,age,45-54,1076.4251025800002,16070.032605730004,6.698338012059696
AC,2000,emigrant,age,55-64,565.2100157300001,16070.032605730004,3.5171678216039606
AC,2000,emigrant,age,65+,343.06278999999995,16070.032605730004,2.1347983443274154
AC,2000,stayer,age,5-14,128946.2184878505,439039.8416339507,29.370049426028938
AC,2000,stayer,age,15-24,111496.6322346301,439039.8416339507,25.395561327573176
AC,2000,stayer,age,25-34,73786.62460814997,439039.8416339507,16.806361885869467
AC,2000,stayer,age,35-44,52008.658595650064,439039.8416339507,11.845999762138277
AC,2000,stayer,age,45-54,33250.756810919986,439039.8416339507,7.573516947157336
AC,2000,stayer,age,55-64,20320.51422602005,439039.8416339507,4.628398677986557
AC,2000,stayer,age,65+,19230.436670730054,439039.8416339507,4.380111973246251
AL,2000,immigrant,age,5-14,13389.71334460998,55965.70916654994,23.92485245699854
AL,2000,immigrant,age,15-24,13248.552834339991,55965.70916654994,23.672625669610024
AL,2000,immigrant,age,25-34,12732.585112849973,55965.70916654994,22.750690203815182
AL,2000,immigrant,age,35-44,7798.263959660002,55965.70916654994,13.934003652938493
AL,2000,immigrant,age,45-54,4460.151848180002,55965.70916654994,7.969436847314683
AL,2000,immigrant,age,55-64,2480.324591320001,55965.70916654994,4.431864847702962
AL,2000,immigrant,age,65+,1856.1174755900008,55965.70916654994,3.3165263216201337
AL,2000,emigrant,age,5-14,29856.989379290004,127948.44265758002,23.33517216711601
AL,2000,emigrant,age,15-24,43440.84755605999,127948.44265758002,33.95183767286474
AL,2000,emigrant,age,25-34,29579.605546830004,127948.44265758002,23.118378725399534
AL,2000,emigrant,age,35-44,13150.29293726,127948.44265758002,10.277806172641947
AL,2000,emigrant,age,45-54,6473.300535249999,127948.44265758002,5.05930388896883
AL,2000,emigrant,age,55-64,3064.8398844300004,127948.44265758002,2.3953709953564886
AL,2000,emigrant,age,65+,2382.56681846,127948.44265758002,1.8621303776524318
AL,2000,stayer,age,5-14,605835.7679438845,2287187.3838703926,26.488243692507847
AL,2000,stayer,age,15-24,551911.1108681775,2287187.3838703926,24.130559426846354
AL,2000,stayer,age,25-34,375232.47045418055,2287187.3838703926,16.405847334607532
AL,2000,stayer,age,35-44,287947.8542376811,2287187.3838703926,12.58960486877179
AL,2000,stayer,age,45-54,202609.8654106291,2287187.3838703926,8.858472499431658
AL,2000,stayer,age,55-64,132097.8891629594,2287187.3838703926,5.775560415142836
AL,2000,stayer,age,65+,131552.4257928803,2287187.3838703926,5.751711762691978
AM,2000,immigrant,age,5-14,20542.08203854995,89601.01520799995,22.92617108284267
AM,2000,immigrant,age,15-24,28154.77305921001,89601.01520799995,31.422381759683716
AM,2000,immigrant,age,25-34,20257.842534679992,89601.01520799995,22.608943088036895
AM,2000,immigrant,age,35-44,12038.74241028999,89601.01520799995,13.43594420480977
AM,2000,immigrant,age,45-54,4861.066490470001,89601.01520799995,5.42523595205424
AM,2000,immigrant,age,55-64,2323.5900977000015,89601.01520799995,2.5932631369254193
AM,2000,immigrant,age,65+,1422.9185770999998,89601.01520799995,1.5880607756472782
AM,2000,emigrant,age,5-14,14521.803587869996,58657.41464067,24.7569785965325
AM,2000,emigrant,age,15-24,14846.209974360007,58657.41464067,25.31003124721153
AM,2000,emigrant,age,25-34,13647.47942709,58657.41464067,23.266418253673848
AM,2000,emigrant,age,35-44,8829.297423119997,58657.41464067,15.052312614198003
AM,2000,emigrant,age,45-54,4119.212312380001,58657.41464067,7.022492105412286
AM,2000,emigrant,age,55-64,1751.01688261,58657.41464067,2.98515864249485
AM,2000,emigrant,age,65+,942.3950332400001,58657.41464067,1.6066085404769823
AM,2000,stayer,age,5-14,663504.2393027341,2238389.113835392,29.64204191316163
AM,2000,stayer,age,15-24,562318.5527586115,2238389.113835392,25.121572888419774
AM,2000,stayer,age,25-34,386389.7305598155,2238389.113835392,17.261955402282663
AM,2000,stayer,age,35-44,276191.4825409616,2238389.113835392,12.338850329186881
AM,2000,stayer,age,45-54,165671.82988212915,2238389.113835392,7.401386508633299
AM,2000,stayer,age,55-64,96465.79327237043,2238389.113835392,4.309607863803451
AM,2000,stayer,age,65+,87847.48551876996,2238389.113835392,3.924585094512309
AP,2000,immigrant,age,5-14,11555.182965630001,44582.00197954004,25.918941394630522
AP,2000,immigrant,age,15-24,13417.323595090014,44582.00197954004,30.09583015416762
AP,2000,immigrant,age,25-34,10469.536096310016,44582.00197954004,23.483772893632697
AP,2000,immigrant,age,35-44,5176.551623040001,44582.00197954004,11.611303649880211
AP,2000,immigrant,age,45-54,2322.5774557599984,44582.00197954004,5.209675098991508
AP,2000,immigrant,age,55-64,897.0657275899995,44582.00197954004,2.012170130901005
AP,2000,immigrant,age,65+,743.7645161199999,44582.00197954004,1.6683066777964228
AP,2000,emigrant,age,5-14,4085.444609239999,15112.85871689,27.032904136622026
AP,2000,emigrant,age,15-24,4365.040574850001,15112.85871689,28.882957596709808
AP,2000,emigrant,age,25-34,3264.8958866100006,15112.85871689,21.603430216423458
AP,2000,emigrant,age,35-44,1945.7998742599996,15112.85871689,12.875127801501845
AP,2000,emigrant,age,45-54,854.7253258900001,15112.85871689,5.655616464770934
AP,2000,emigrant,age,55-64,293.48947477999997,15112.85871689,1.941985168246155
AP,2000,emigrant,age,65+,303.46297125999996,15112.85871689,2.0079786157257753
AP,2000,stayer,age,5-14,104468.26299080063,350537.4808388011,29.80230894020763
AP,2000,stayer,age,15-24,89481.94272209021,350537.4808388011,25.52706846296975
AP,2000,stayer,age,25-34,62614.616584980075,350537.4808388011,17.862459796067906
AP,2000,stayer,age,35-44,43294.52292043008,350537.4808388011,12.35089691887744
AP,2000,stayer,age,45-54,24503.753096300057,350537.4808388011,6.990337534709564
AP,2000,stayer,age,55-64,14157.066953650006,350537.4808388011,4.038674243842217
AP,2000,stayer,age,65+,12017.315570549992,350537.4808388011,3.4282541033254876
BA,2000,immigrant,age,5-14,57501.9873601299,250566.36624736994,22.948805229254692
BA,2000,immigrant,age,15-24,58654.45495408999,250566.36624736994,23.408750277434994
BA,2000,immigrant,age,25-34,62799.48484251007,250566.36624736994,25.06301455499886
BA,2000,immigrant,age,35-44,36662.07001776001,250566.36624736994,14.63168044731336
